LabelName,DisplayName,Top1Name,Top1Value
/m/01c648,Laptop,Tablet computer,0.7107290029525757
/m/01cmb2,Miniskirt,Shorts,0.6060037612915039
/m/01d380,Drill (Tool),Screwdriver,0.6459986567497253
/m/01d40f,Dress,Wardrobe,0.7471886277198792
/m/01dwsz,Waffle,Waffle iron,0.8160328269004822
/m/01dwwc,Pancake,Cake,0.6701856255531311
/m/01dxs,Brown bear,Polar bear,0.741139829158783
/m/01dy8n,Woodpecker,Caterpillar,0.6269798874855042
/m/01f8m5,Blue jay,Jeans,0.5469643473625183
/m/01f91_,Pretzel,Towel,0.5715352892875671
/m/01fb_0,Bagel,Hamburger,0.6402083039283752
/m/01fdzj,Tower,Tiger,0.625605046749115
/m/01fh4r,Teapot,Flowerpot,0.7721988558769226
/m/01g3x7,Bow and arrow,Rays and skates,0.6276851892471313
/m/01gkx_,Swimwear,Swimming pool,0.7761468887329102
/m/01gllr,Beehive,Bee,0.6771891713142395
/m/01gmv2,Brassiere,Croissant,0.5061472654342651
/m/01h3n,Bee,Beer,0.6808227300643921
/m/01h44,Bat (Animal),Baseball bat,0.6868773102760315
/m/01h8tj,Starfish,Goldfish,0.7609965801239014
/m/01hrv5,Popcorn,Pancake,0.6286965608596802
/m/01j3zr,Burrito,Tomato,0.6269966959953308
/m/01j4z9,Chainsaw,Scissors,0.6264140605926514
/m/01j51,Balloon,Bomb,0.6650712490081787
/m/01j5ks,Wrench,Bench,0.760840892791748
/m/01j61q,Tent,Bench,0.6813908815383911
/m/01jfm_,Vehicle registration plate,Stop sign,0.6032379269599915
/m/01jfsr,Lantern,Lamp,0.701173722743988
/m/01k6s3,Toaster,Lobster,0.6940268278121948
/m/01kb5b,Flashlight,Light bulb,0.6664450764656067
/m/01knjb,Billboard,Scoreboard,0.6495866775512695
/m/01krhy,Tiara,Tire,0.6211914420127869
/m/01lcw4,Limousine,Ambulance,0.6404281258583069
/m/01llwg,Necklace,Earring,0.7519646883010864
/m/01lsmm,Scissors,Screwdriver,0.6727318167686462
/m/01lynh,Stairs,Ladder,0.7240875363349915
/m/01m2v,Computer keyboard,Musical keyboard,0.7799400091171265
/m/01m4t,Printer,Paper cutter,0.7336681485176086
/m/01mzpv,Chair,Bench,0.7444857954978943
/m/01n4qj,Shirt,Dress,0.6751983761787415
/m/01n5jq,Poster,Printer,0.645067036151886
/m/01nkt,Cheese,Bread,0.6380041241645813
/m/01nq26,Sock,Tick,0.6697924733161926
/m/01pns0,Fire hydrant,Fireplace,0.6364689469337463
/m/01r546,Earring,Necklace,0.7519646883010864
/m/01rkbr,Tie,Tea,0.6561276316642761
/m/01s105,Cabinetry,Bathroom cabinet,0.6898487210273743
/m/01s55n,Suitcase,Bookcase,0.7961326837539673
/m/01tcjp,Muffin,Waffle,0.6125280857086182
/m/01vbnl,Bidet,Bathtub,0.6913277506828308
/m/01x_v,Camel,Cream,0.579109787940979
/m/01x3jk,Snowmobile,Snowboard,0.7434367537498474
/m/01xq0k1,Cattle,Sheep,0.762442946434021
/m/01xqw,Cello,Violin,0.76421058177948
/m/01xs3r,Jet ski,Ski,0.8200235366821289
/m/01xygc,Coat,Goat,0.6825306415557861
/m/01xyhv,Suit,Suitcase,0.7651219367980957
/m/01y9k5,Desk,Deer,0.645308256149292
/m/01yrx,Cat,Cat furniture,0.7550588846206665
/m/01yx86,Bronze sculpture,Woman,0.6238493919372559
/m/01z1kdw,Juice,Jug,0.6809918880462646
/m/02_n6y,Goggles,Sunglasses,0.8429244756698608
/m/02068x,Gondola,Train,0.6215231418609619
/m/020kz,Cannon,Canoe,0.6294049024581909
/m/020lf,Computer mouse,Mouse,0.8557825088500977
/m/021mn,Cookie,Cake,0.7290720343589783
/m/021sj1,Office building,Window,0.6195420026779175
/m/0220r2,Fountain,Flute,0.6819151639938354
/m/0242l,Coin,Cookie,0.6144150495529175
/m/024d2,Calculator,Printer,0.6526412963867188
/m/024g6,Cocktail,Cocktail shaker,0.7877891063690186
/m/02522,Computer monitor,Computer mouse,0.7691755294799805
/m/025dyy,Box,Cookie,0.6241111755371094
/m/025fsf,Stapler,Stretcher,0.6326170563697815
/m/025nd,Christmas tree,Palm tree,0.7696534395217896
/m/025rp__,Cowboy hat,Sun hat,0.7101771235466003
/m/0268lbt,Hiking equipment,Bowling equipment,0.6424871683120728
/m/026qbn5,Studio couch,Sofa bed,0.6539697051048279
/m/026t6,Drum,Piano,0.6453408598899841
/m/0271qf7,Wine rack,Wine glass,0.788843035697937
/m/027pcv,Zucchini,Broccoli,0.6546589732170105
/m/027rl48,Ladle,Ladder,0.6783024668693542
/m/0283dt1,Human mouth,Human nose,0.8081644773483276
/m/029b3,Dice,Tick,0.5958365797996521
/m/029bxz,Oven,Microwave oven,0.7264290452003479
/m/029tx,Dinosaur,Submarine,0.6778721809387207
/m/02bm9n,Ratchet (Device),Wrench,0.6037186980247498
/m/02ctlc,Cricket ball,Rugby ball,0.7882884740829468
/m/02cvgx,Winter melon,Watermelon,0.5550662875175476
/m/02d1br,Spatula,Stool,0.6733148694038391
/m/02d9qx,Whiteboard,Cupboard,0.7829262614250183
/m/02ddwp,Pencil sharpener,Pencil case,0.6902112364768982
/m/02f9f_,Shower,Swimming pool,0.6558938026428223
/m/02fh7f,Eraser,Scissors,0.6692306399345398
/m/02fq_6,Fedora,Screwdriver,0.5591683387756348
/m/02g30s,Guacamole,Cucumber,0.6014800071716309
/m/02gzp,Dagger,Handgun,0.667231559753418
/m/02h19r,Scarf,Shirt,0.6662200093269348
/m/02hj4,Dolphin,Elephant,0.6335898637771606
/m/02jfl0,Sombrero,Umbrella,0.6951192021369934
/m/02jnhm,Tin can,Plastic bag,0.6184809803962708
/m/02jvh9,Mug,Mule,0.6293840408325195
/m/02jz0l,Tap,Tick,0.6539865732192993
/m/02l8p9,Harbor seal,Sea lion,0.6036644577980042
/m/02lbcq,Stretcher,Drawer,0.6486131548881531
/m/02mqfb,Can opener,Bottle opener,0.6559803485870361
/m/02p3w7d,Roller skates,Rays and skates,0.7223125696182251
/m/02p5f1q,Coffee cup,Coffee table,0.8484095335006714
/m/02pdsw,Cutting board,Paper cutter,0.7997255325317383
/m/02pjr4,Blender,Grinder,0.7413555383682251
/m/02pv19,Stop sign,Traffic light,0.6970345973968506
/m/02rgn06,Volleyball (Ball),Tennis ball,0.5816170573234558
/m/02s195,Vase,Cake,0.6467438340187073
/m/02tsc9,Slow cooker,Pressure cooker,0.6988398432731628
/m/02vkqh8,Wardrobe,Dress,0.7471886277198792
/m/02vqfm,Coffee (drink),Coffee cup,0.7624219655990601
/m/02vwcm,Whisk,Wok,0.685451865196228
/m/02w3r3,Paper towel,Towel,0.8845781683921814
/m/02wbtzl,Sun hat,Cowboy hat,0.7101771235466003
/m/02wg_p,Tree house,Christmas tree,0.7641424536705017
/m/02wmf,Flying disc,Rays and skates,0.5947551131248474
/m/02wv84t,Gas stove,Wood-burning stove,0.7903971672058105
/m/02x8cch,Salt and pepper shakers,Cooking spray,0.6638702154159546
/m/02x984l,Mechanical fan,Ceiling fan,0.7712600827217102
/m/02xb7qb,Face powder,Human face,0.6419397592544556
/m/02xqq,Fax,Fox,0.7015169858932495
/m/02y6n,French fries,Frying pan,0.627541720867157
/m/02z51p,Nightstand,Stool,0.6097186207771301
/m/02zn6n,Barrel,Bottle,0.6995018720626831
/m/02zt3,Kite,Kettle,0.6206172704696655
/m/02zvsm,Tart,Tea,0.6445881128311157
/m/03__z0,Bookcase,Suitcase,0.7961326837539673
/m/030610,Treadmill,Stairs,0.672942578792572
/m/0306r,Fox,Fax,0.7015169858932495
/m/03120,Flag,Eagle,0.5778165459632874
/m/0319l,French horn,French fries,0.5970631241798401
/m/031b6r,Window blind,Window,0.7628204226493835
/m/031n1,Human foot,Human leg,0.8986095786094666
/m/0323sq,Golf cart,Golf ball,0.7736951112747192
/m/032b3c,Jacket,Trumpet,0.7283947467803955
/m/033cnk,Egg,Chicken,0.7098719477653503
/m/033rq4,Street light,Traffic light,0.8401845693588257
/m/0342h,Guitar,Piano,0.7357283234596252
/m/034c16,Pillow,Chair,0.5897574424743652
/m/035r7c,Human leg,Human foot,0.8986095786094666
/m/035vxb,Isopod,Tripod,0.6862326860427856
/m/0388q,Grape,Grapefruit,0.8059567213058472
/m/039xj_,Human ear,Human eye,0.7957192659378052
/m/03bbps,Power plugs and sockets,Light switch,0.6224671006202698
/m/03bj1,Panda,Red panda,0.7416893839836121
/m/03bk1,Giraffe,Elephant,0.6100703477859497
/m/03bt1vf,Woman,Girl,0.7571542263031006
/m/03c7gz,Door handle,Human hand,0.7081136107444763
/m/03d443,Rhinoceros,Dinosaur,0.6340417861938477
/m/03dnzn,Bathtub,Bathroom cabinet,0.7253381609916687
/m/03fj2,Goldfish,Starfish,0.7609965801239014
/m/03fp41,Houseplant,House,0.6649185419082642
/m/03fwl,Goat,Coat,0.6825306415557861
/m/03g8mr,Baseball bat,Baseball glove,0.7396356463432312
/m/03grzl,Baseball glove,Baseball bat,0.7396356463432312
/m/03hj559,Mixing bowl,Mixer,0.7681722640991211
/m/03jbxj,Light switch,Light bulb,0.7799647450447083
/m/03jm5,House,Tree house,0.6985530257225037
/m/03k3r,Horse,Dog,0.7310225963592529
/m/03kt2w,Stationary bicycle,Bicycle wheel,0.6954314708709717
/m/03l9g,Hammer,Hamster,0.603678822517395
/m/03ldnb,Ceiling fan,Mechanical fan,0.7712600827217102
/m/03m3pdh,Sofa bed,Dog bed,0.7012599110603333
/m/03m3vtv,Adhesive tape,Toilet paper,0.6272794008255005
/m/03m5k,Harp,Harpsichord,0.6928069591522217
/m/03nfch,Sandal,Stool,0.6178624629974365
/m/03p3bw,Bicycle helmet,Football helmet,0.7517297267913818
/m/03q5c7,Saucer,Cucumber,0.6413499712944031
/m/03q5t,Harpsichord,Harp,0.6928069591522217
/m/03q69,Human hair,Human head,0.8115745782852173
/m/03qhv5,Heater,Mixer,0.7002164721488953
/m/03qjg,Harmonica,Piano,0.5577186942100525
/m/03qrc,Hamster,Lobster,0.6905957460403442
/m/03rszm,Curtain,Window,0.6571948528289795
/m/03s_tn,Kettle,Heater,0.6554902791976929
/m/03tw93,Fireplace,Wood-burning stove,0.651494026184082
/m/03txqz,Scale,Stairs,0.6272814273834229
/m/03v5tg,Drinking straw,Serving tray,0.6880656480789185
/m/03wvsk,Hair dryer,Hand dryer,0.8417825102806091
/m/03wym,Indoor rower,Roller skates,0.6136451959609985
/m/03y6mg,Food processor,Slow cooker,0.687210738658905
/m/04_sv,Motorcycle,Unicycle,0.7238563299179077
/m/040b_t,Refrigerator,Heater,0.6893761157989502
/m/04169hn,Wood-burning stove,Gas stove,0.7903971672058105
/m/0420v5,Punching bag,Plastic bag,0.6731016635894775
/m/043nyj,Common fig,Common sunflower,0.703921377658844
/m/0440zs,Cocktail shaker,Cocktail,0.7877891063690186
/m/0449p,Jaguar (Animal),Bat (Animal),0.6656027436256409
/m/044r5d,Golf ball,Golf cart,0.7736951112747192
/m/046dlr,Alarm clock,Wall clock,0.7645485401153564
/m/047j0r,Filing cabinet,Bathroom cabinet,0.7089695930480957
/m/047v4b,Artichoke,Cake,0.5910407304763794
/m/04c0y,Kangaroo,Canoe,0.6333482265472412
/m/04cp_,Koala,Kangaroo,0.6154187917709351
/m/04ctx,Knife,Kitchen knife,0.7423321604728699
/m/04dr76w,Bottle,Bottle opener,0.757552981376648
/m/04f5ws,Bottle opener,Bottle,0.757552981376648
/m/04g2r,Lynx,Fox,0.5988426208496094
/m/04gth,Lavender (Plant),Lemon (plant),0.7440100312232971
/m/04h7h,Lighthouse,Lantern,0.6600664854049683
/m/04h8sr,Dumbbell,Duck,0.5962273478507996
/m/04hgtk,Human head,Human face,0.8528882265090942
/m/04kkgm,Bowl,Mixing bowl,0.7159383893013
/m/04lvq_,Humidifier,Heater,0.6361083388328552
/m/04m6gz,Porch,Torch,0.6818631291389465
/m/04m9y,Lizard,Ladder,0.6760061979293823
/m/04p0qw,Billiard table,Coffee table,0.6793231964111328
/m/04rmv,Mouse,Computer mouse,0.8557825088500977
/m/04tn4x,Swim cap,Swimming pool,0.7637639045715332
/m/04v6l4,Frying pan,Cooking spray,0.7029000520706177
/m/04vv5k,Snowplow,Snowboard,0.6324720978736877
/m/04y4h8h,Bathroom cabinet,Bathtub,0.7253381609916687
/m/04ylt,Missile,Rifle,0.7568843960762024
/m/04yqq2,Bust,Bomb,0.605047345161438
/m/04yx4,Man,Human hand,0.7469793558120728
/m/04z4wx,Waffle iron,Waffle,0.8160328269004822
/m/04zpv,Milk,Chicken,0.6623230576515198
/m/04zwwv,Ring binder,Earring,0.632087230682373
/m/05_5p_0,Table tennis racket,Tennis racket,0.9214935302734375
/m/050gv4,Plate,Platter,0.7597761750221252
/m/050k8,Mobile phone,Corded phone,0.7667373418807983
/m/052sf,Mushroom,Houseplant,0.6446390151977539
/m/054_l,Mirror,Goggles,0.6228466033935547
/m/05441v,Crutch,Wrench,0.7193342447280884
/m/054fyh,Pitcher (Container),Waste container,0.585717499256134
/m/054xkw,Personal flotation device,Paddle,0.5811283588409424
/m/05676x,Pencil case,Pencil sharpener,0.6902112364768982
/m/057cc,Musical keyboard,Computer keyboard,0.7799400091171265
/m/057p5t,Scoreboard,Snowboard,0.7210531830787659
/m/0584n8,Briefcase,Suitcase,0.7250641584396362
/m/058qzx,Kitchen knife,Knife,0.7423321604728699
/m/05bm6,Nail (Construction),Drill (Tool),0.6102578639984131
/m/05ctyq,Tennis ball,Golf ball,0.7600278258323669
/m/05gqfk,Plastic bag,Handbag,0.7172475457191467
/m/05kms,Oboe,Canoe,0.6219531893730164
/m/05kyg_,Chest of drawers,Shelf,0.6701059341430664
/m/05n4y,Ostrich,Oyster,0.5363250374794006
/m/05r5c,Piano,Violin,0.7573223114013672
/m/05r655,Girl,Woman,0.7571542263031006
/m/05vtc,Potato,Pomegranate,0.703951895236969
/m/05w9t9,Hair spray,Cooking spray,0.7454765439033508
/m/05z55,Pasta,Pizza,0.6638895273208618
/m/05z6w,Penguin,Porcupine,0.6252769231796265
/m/05zsy,Pumpkin,Shrimp,0.6550235748291016
/m/06__v,Snowboard,Skateboard,0.819665253162384
/m/06_72j,Digital clock,Wall clock,0.7697051763534546
/m/06_fw,Skateboard,Snowboard,0.819665253162384
/m/061_f,Pear,Peach,0.7207409739494324
/m/061hd_,Infant bed,Dog bed,0.7225188612937927
/m/0633h,Polar bear,Brown bear,0.741139829158783
/m/063rgb,Mixer,Mixing bowl,0.7681722640991211
/m/0642b4,Cupboard,Whiteboard,0.7829262614250183
/m/065h6l,Jacuzzi,Bathtub,0.6503115892410278
/m/0663v,Pizza,Pizza cutter,0.7281168103218079
/m/068zj,Pig,Dog,0.6878544688224792
/m/06c54,Rifle,Missile,0.7568843960762024
/m/06c7f7,Lipstick,Chopsticks,0.6621546745300293
/m/06j2d,Raven,Rabbit,0.6264415979385376
/m/06k2mb,High heels,Human foot,0.7044097781181335
/m/06l9r,Red panda,Panda,0.7416893839836121
/m/06m11,Rose,Lily,0.5725536346435547
/m/06mf6,Rabbit,Elephant,0.6615114808082581
/m/06ncr,Saxophone,Cello,0.7329522371292114
/m/06nrc,Shotgun,Handgun,0.8213270902633667
/m/06pcq,Submarine sandwich,Swimwear,0.5768066048622131
/m/06y5r,Sword,Skull,0.7009667754173279
/m/06z37_,Picture frame,Camera,0.7157040238380432
/m/07030,Sushi,Shrimp,0.597889244556427
/m/0703r8,Loveseat,Closet,0.5921471118927002
/m/071p9,Ski,Jet ski,0.8200235366821289
/m/071qp,Squirrel,Squid,0.6877054572105408
/m/073bxn,Tripod,Isopod,0.6862326860427856
/m/073g6,Stethoscope,Stool,0.6142468452453613
/m/074d1,Submarine,Dinosaur,0.6778721809387207
/m/0755b,Scorpion,Squirrel,0.6432708501815796
/m/076bq,Segway,Hedgehog,0.6435669660568237
/m/076lb9,Training bench,Bench,0.7971429824829102
/m/078jl,Snake,Snail,0.709068238735199
/m/078n6m,Coffee table,Coffee cup,0.8484095335006714
/m/079cl,Skyscraper,Dinosaur,0.6708173155784607
/m/07bgp,Sheep,Cattle,0.762442946434021
/m/07c52,Television,Football,0.6453180313110352
/m/07c6l,Trombone,Treadmill,0.6152709722518921
/m/07clx,Tea,Coffee table,0.7334244251251221
/m/07cmd,Tank,Truck,0.7535091042518616
/m/07crc,Taco,Tomato,0.692815899848938
/m/07dd4,Torch,Porch,0.6818631291389465
/m/07dm6,Tiger,Lion,0.6740090250968933
/m/07fbm7,Strawberry,Grapefruit,0.6302927732467651
/m/07gql,Trumpet,Jacket,0.7283947467803955
/m/07j87,Tomato,Taco,0.692815899848938
/m/07jdr,Train,Bus,0.6898168921470642
/m/07kng9,Picnic basket,Plastic bag,0.6528741717338562
/m/07mcwg,Cooking spray,Hair spray,0.7454765439033508
/m/07pj7bq,Bowling equipment,Bowl,0.7066302299499512
/m/07qxg_,Football helmet,Bicycle helmet,0.7517297267913818
/m/07r04,Truck,Tank,0.7535091042518616
/m/07v9_z,Measuring cup,Coffee cup,0.764664888381958
/m/07xyvk,Coffeemaker,Coffee cup,0.735859751701355
/m/07y_7,Violin,Cello,0.76421058177948
/m/080hkjn,Handbag,Handgun,0.7588627338409424
/m/080n7g,Paper cutter,Cutting board,0.7997255325317383
/m/081qc,Wine,Wine glass,0.7967424988746643
/m/083wq,Wheel,Bicycle wheel,0.76131272315979
/m/084hf,Worm,Chicken,0.6227889060974121
/m/084rd,Wok,Whisk,0.685451865196228
/m/084zz,Whale,Owl,0.6359613537788391
/m/0898b,Zebra,Umbrella,0.5618859529495239
/m/08hvt4,Jug,Juice,0.6809918880462646
/m/08ks85,Pizza cutter,Paper cutter,0.7996039390563965
/m/08p92x,Cream,Ice cream,0.7545046210289001
/m/08pbxl,Monkey,Mouse,0.6778128743171692
/m/096mb,Lion,Sea lion,0.7025495767593384
/m/09728,Bread,Cake,0.6843165159225464
/m/099ssp,Platter,Plate,0.7597761750221252
/m/09b5t,Chicken,Cattle,0.7165641188621521
/m/09csl,Eagle,Elephant,0.6505119800567627
/m/09ct_,Helicopter,Parachute,0.6888843774795532
/m/09d5_,Owl,Otter,0.6796281933784485
/m/09ddx,Duck,Tick,0.6526015400886536
/m/09f_2,Crocodile,Raccoon,0.6307901740074158
/m/09f20,Hippopotamus,Rhinoceros,0.5378732085227966
/m/09g1w,Toilet,Toilet paper,0.819168746471405
/m/09gtd,Toilet paper,Paper towel,0.8203949928283691
/m/09gys,Squid,Squirrel,0.6877054572105408
/m/09k_b,Lemon (plant),Lavender (Plant),0.7440100312232971
/m/09kmb,Spider,Tiger,0.6425269842147827
/m/09kx5,Deer,Sheep,0.6521127820014954
/m/09ld4,Frog,Parrot,0.5818238854408264
/m/09qck,Banana,Pineapple,0.5968749523162842
/m/09rvcxw,Rocket,Jacket,0.723110556602478
/m/09tvcd,Wine glass,Wine,0.7967424988746643
/m/0b_rs,Swimming pool,Swimwear,0.7761468887329102
/m/0b3fp9,Countertop,Coffee table,0.6693757176399231
/m/0bh9flk,Tablet computer,Computer monitor,0.7131153345108032
/m/0bjyj5,Waste container,Bathroom cabinet,0.6577480435371399
/m/0bt_c3,Book,Bookcase,0.6823159456253052
/m/0bt9lr,Dog,Dog bed,0.7866421937942505
/m/0bwd_0j,Elephant,Rabbit,0.6615114808082581
/m/0by6g,Shark,Shrimp,0.6706665754318237
/m/0c06p,Candle,Lamp,0.6944305300712585
/m/0c29q,Leopard,Lion,0.6910194754600525
/m/0c2jj,Axe,Fox,0.6528222560882568
/m/0c3m8g,Hand dryer,Hair dryer,0.8417825102806091
/m/0c3mkw,Soap dispenser,Hand dryer,0.6494787931442261
/m/0c568,Porcupine,Penguin,0.6252769231796265
/m/0ccs93,Canary,Canoe,0.5901687145233154
/m/0cd4d,Cheetah,Sheep,0.6257894039154053
/m/0cdl1,Palm tree,Christmas tree,0.7696534395217896
/m/0cdn1,Hamburger,Hamster,0.6659867763519287
/m/0cffdh,Maple,Candle,0.648453950881958
/m/0cjq5,Lobster,Oyster,0.7183272838592529
/m/0cjs7,Garden Asparagus,Cabbage,0.5724784731864929
/m/0cl4p,Hedgehog,Segway,0.6435669660568237
/m/0cmf2,Fixed-wing aircraft,Helicopter,0.5856595635414124
/m/0cmx8,Spoon,Spatula,0.6586855053901672
/m/0cn6p,Otter,Oyster,0.7035731077194214
/m/0cnyhnx,Bull,Dog,0.6587004661560059
/m/0cqn2,Horizontal bar,Cutting board,0.6316602826118469
/m/0crjs,Convenience store,Cart,0.6235047578811646
/m/0ct4f,Bomb,Balloon,0.6650712490081787
/m/0cvnqh,Bench,Training bench,0.7971429824829102
/m/0cxn2,Ice cream,Cream,0.7545046210289001
/m/0cydv,Caterpillar,Screwdriver,0.6315664052963257
/m/0cyf8,Butterfly,Dragonfly,0.7902997136116028
/m/0cyfs,Parachute,Helicopter,0.6888843774795532
/m/0cyhj_,Orange (fruit),Lemon (plant),0.6928309798240662
/m/0czz2,Antelope,Envelope,0.692267656326294
/m/0d20w4,Beaker,Heater,0.6768456101417542
/m/0d4v4,Window,Window blind,0.7628204226493835
/m/0d4w1,Closet,Wardrobe,0.7308173775672913
/m/0d5gx,Castle,House,0.6177749037742615
/m/0d8zb,Jellyfish,Goldfish,0.7587225437164307
/m/0dbvp,Goose,Goat,0.6771731972694397
/m/0dbzx,Mule,Mug,0.6293840408325195
/m/0dftk,Swan,Spoon,0.5892403721809387
/m/0dj6p,Peach,Pear,0.7207409739494324
/m/0djtd,Coconut,Doughnut,0.7606111764907837
/m/0dkzw,Seat belt,Belt,0.6977989673614502
/m/0dq75,Raccoon,Spoon,0.651311457157135
/m/0dt3t,Fork,Shark,0.6513156890869141
/m/0dtln,Lamp,Light switch,0.7159854173660278
/m/0dv5r,Camera,Picture frame,0.7157040238380432
/m/0dzct,Human face,Human eye,0.8611117601394653
/m/0dzf4,Human arm,Human hand,0.8564348220825195
/m/0f571,Diaper,Beaker,0.5883967280387878
/m/0f6nr,Unicycle,Motorcycle,0.7238563299179077
/m/0f6wt,Falcon,Lion,0.6093204021453857
/m/0f8s22,Chime,Kite,0.6045970916748047
/m/0f9_l,Snail,Snake,0.709068238735199
/m/0fbw6,Cabbage,Cucumber,0.6687799096107483
/m/0fj52s,Carrot,Parrot,0.8162793517112732
/m/0fldg,Mango,Tomato,0.5970068573951721
/m/0fly7,Jeans,Shorts,0.7031956911087036
/m/0fm3zh,Flowerpot,Teapot,0.7721988558769226
/m/0fp6w,Pineapple,Grapefruit,0.6965742111206055
/m/0fqfqc,Drawer,Stretcher,0.6486131548881531
/m/0fqt361,Stool,Chair,0.7312623858451843
/m/0frqm,Envelope,Antelope,0.692267656326294
/m/0fszt,Cake,Cookie,0.7290720343589783
/m/0ft9s,Dragonfly,Butterfly,0.7902997136116028
/m/0ftb8,Common sunflower,Common fig,0.703921377658844
/m/0fx9l,Microwave oven,Oven,0.7264290452003479
/m/0fz0h,Honeycomb,Chainsaw,0.5307962894439697
/m/0gd36,Sea lion,Sea turtle,0.7748106122016907
/m/0gj37,Ladybug,Lipstick,0.5630604028701782
/m/0gjbg72,Shelf,Chest of drawers,0.6701059341430664
/m/0gjkl,Watch,Dress,0.663469672203064
/m/0gm28,Candy,Candle,0.6584384441375732
/m/0grw1,Salad,Bread,0.6467265486717224
/m/0gv1x,Parrot,Carrot,0.8162793517112732
/m/0gxl3,Handgun,Shotgun,0.8213270902633667
/m/0h23m,Sparrow,Parrot,0.6883619427680969
/m/0h2r6,Van,Vase,0.6185824871063232
/m/0h8jyh6,Grinder,Mixer,0.7473479509353638
/m/0h8kx63,Spice rack,Wine rack,0.7293455004692078
/m/0h8l4fh,Light bulb,Light switch,0.7799647450447083
/m/0h8lkj8,Corded phone,Mobile phone,0.7667373418807983
/m/0h8mhzd,Sports uniform,Dress,0.6550310850143433
/m/0h8my_4,Tennis racket,Table tennis racket,0.9214935302734375
/m/0h8mzrc,Wall clock,Digital clock,0.7697051763534546
/m/0h8n27j,Serving tray,Drinking straw,0.6880656480789185
/m/0h8n5zk,Kitchen & dining room table,Coffee table,0.7036811709403992
/m/0h8n6f9,Dog bed,Dog,0.7866421937942505
/m/0h8n6ft,Cake stand,Cake,0.7144428491592407
/m/0h8nm9j,Cat furniture,Cat,0.7550588846206665
/m/0h8nsvg,Facial tissue holder,Human face,0.6238558292388916
/m/0h8ntjv,Pressure cooker,Slow cooker,0.6988398432731628
/m/0h9mv,Tire,Tick,0.6674091815948486
/m/0hdln,Ruler,Rifle,0.641024112701416
/m/0hg7b,Microphone,Headphones,0.8033880591392517
/m/0hkxq,Broccoli,Zucchini,0.6546589732170105
/m/0hnnb,Umbrella,Sombrero,0.6951192021369934
/m/0hqkz,Grapefruit,Grape,0.8059567213058472
/m/0j496,Band-aid,Human hand,0.6423773169517517
/m/0jg57,Bell pepper,Pen,0.5946328639984131
/m/0jly1,Turkey,Chicken,0.5799264907836914
/m/0jqgx,Lily,Girl,0.6122156977653503
/m/0jwn_,Pomegranate,Watermelon,0.707599401473999
/m/0jy4k,Doughnut,Coconut,0.7606111764907837
/m/0jyfg,Glasses,Sunglasses,0.8600726127624512
/m/0k0pj,Human nose,Human mouth,0.8081644773483276
