CategoryLabelName,CategoryTextName,LabelName1,TextName1,LabelName2,TextName2,CosineSimilarity
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/02wv84t,Gas stove,0.5622111558914185
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/02x984l,Mechanical fan,0.44927364587783813
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/03qhv5,Heater,0.644699215888977
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/03s_tn,Kettle,0.5447334051132202
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/03wvsk,Hair dryer,0.570756733417511
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/040b_t,Refrigerator,0.570213794708252
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/04169hn,Wood-burning stove,0.5922386646270752
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/04lvq_,Humidifier,0.4958878755569458
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/063rgb,Mixer,0.6113992929458618
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/07xyvk,Coffeemaker,0.524298369884491
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/0fx9l,Microwave oven,0.5128554701805115
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/0ky7b,Dishwasher,0.6147666573524475
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/0llzx,Sewing machine,0.5559027194976807
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/0c3m8g,Hand dryer,0.5432751178741455
/m/019dx1,Home appliance,/m/01k6s3,Toaster,/m/03ldnb,Ceiling fan,0.42769530415534973
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/02pjr4,Blender,0.581877589225769
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/02wv84t,Gas stove,0.6134059429168701
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/02x984l,Mechanical fan,0.5368831753730774
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/03qhv5,Heater,0.6629840135574341
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/03s_tn,Kettle,0.5844904184341431
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/03wvsk,Hair dryer,0.5718986988067627
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/040b_t,Refrigerator,0.6438824534416199
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/04169hn,Wood-burning stove,0.6505423188209534
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/04lvq_,Humidifier,0.5186019539833069
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/063rgb,Mixer,0.5804969668388367
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/07xyvk,Coffeemaker,0.5415513515472412
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/0fx9l,Microwave oven,0.7264291048049927
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/0ky7b,Dishwasher,0.6065407395362854
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/0llzx,Sewing machine,0.6335516571998596
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/0c3m8g,Hand dryer,0.5684832334518433
/m/019dx1,Home appliance,/m/029bxz,Oven,/m/03ldnb,Ceiling fan,0.5452512502670288
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/02wv84t,Gas stove,0.4309419095516205
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/02x984l,Mechanical fan,0.47133368253707886
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/03qhv5,Heater,0.610196590423584
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/03s_tn,Kettle,0.5572768449783325
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/03wvsk,Hair dryer,0.5334010720252991
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/040b_t,Refrigerator,0.5793014764785767
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/04169hn,Wood-burning stove,0.500227689743042
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/04lvq_,Humidifier,0.4978850185871124
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/063rgb,Mixer,0.6959435343742371
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/07xyvk,Coffeemaker,0.5932976603507996
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/0fx9l,Microwave oven,0.47204336524009705
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/0ky7b,Dishwasher,0.5532528162002563
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/0llzx,Sewing machine,0.5524445176124573
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/0c3m8g,Hand dryer,0.5466731786727905
/m/019dx1,Home appliance,/m/02pjr4,Blender,/m/03ldnb,Ceiling fan,0.4513789415359497
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/02x984l,Mechanical fan,0.5116661787033081
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/03qhv5,Heater,0.5761977434158325
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/03s_tn,Kettle,0.5374412536621094
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/03wvsk,Hair dryer,0.49920767545700073
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/040b_t,Refrigerator,0.5376065373420715
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/04169hn,Wood-burning stove,0.7903972864151001
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/04lvq_,Humidifier,0.48011213541030884
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/063rgb,Mixer,0.5377044677734375
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/07xyvk,Coffeemaker,0.40121954679489136
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/0fx9l,Microwave oven,0.6219407320022583
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/0ky7b,Dishwasher,0.509498119354248
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/0llzx,Sewing machine,0.5131869912147522
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/0c3m8g,Hand dryer,0.4976791739463806
/m/019dx1,Home appliance,/m/02wv84t,Gas stove,/m/03ldnb,Ceiling fan,0.5432956218719482
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/03qhv5,Heater,0.576719343662262
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/03s_tn,Kettle,0.47939741611480713
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/03wvsk,Hair dryer,0.5669138431549072
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/040b_t,Refrigerator,0.5591849088668823
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/04169hn,Wood-burning stove,0.5221720933914185
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/04lvq_,Humidifier,0.5183061361312866
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/063rgb,Mixer,0.5247712731361389
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/07xyvk,Coffeemaker,0.4606567919254303
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/0fx9l,Microwave oven,0.5480250120162964
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/0ky7b,Dishwasher,0.5193073749542236
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/0llzx,Sewing machine,0.5833427309989929
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/0c3m8g,Hand dryer,0.5498003959655762
/m/019dx1,Home appliance,/m/02x984l,Mechanical fan,/m/03ldnb,Ceiling fan,0.771260142326355
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/03s_tn,Kettle,0.6554902791976929
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/03wvsk,Hair dryer,0.629635214805603
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/040b_t,Refrigerator,0.6893760561943054
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/04169hn,Wood-burning stove,0.5812910199165344
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/04lvq_,Humidifier,0.6361083984375
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/063rgb,Mixer,0.7002164125442505
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/07xyvk,Coffeemaker,0.5951412916183472
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/0fx9l,Microwave oven,0.5437559485435486
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/0ky7b,Dishwasher,0.6190571188926697
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/0llzx,Sewing machine,0.5959746837615967
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/0c3m8g,Hand dryer,0.6093493700027466
/m/019dx1,Home appliance,/m/03qhv5,Heater,/m/03ldnb,Ceiling fan,0.6010719537734985
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/03wvsk,Hair dryer,0.5121396780014038
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/040b_t,Refrigerator,0.5402158498764038
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/04169hn,Wood-burning stove,0.5531784892082214
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/04lvq_,Humidifier,0.47603946924209595
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/063rgb,Mixer,0.557157576084137
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/07xyvk,Coffeemaker,0.5095594525337219
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/0fx9l,Microwave oven,0.5094907283782959
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/0ky7b,Dishwasher,0.5170601606369019
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/0llzx,Sewing machine,0.568065345287323
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/0c3m8g,Hand dryer,0.5120627284049988
/m/019dx1,Home appliance,/m/03s_tn,Kettle,/m/03ldnb,Ceiling fan,0.46058645844459534
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/040b_t,Refrigerator,0.6099109649658203
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/04169hn,Wood-burning stove,0.5350472927093506
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/04lvq_,Humidifier,0.6208720207214355
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/063rgb,Mixer,0.6258379220962524
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/07xyvk,Coffeemaker,0.5217943787574768
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/0fx9l,Microwave oven,0.5577092170715332
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/0ky7b,Dishwasher,0.7099785804748535
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/0llzx,Sewing machine,0.6911146640777588
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/0c3m8g,Hand dryer,0.8417825102806091
/m/019dx1,Home appliance,/m/03wvsk,Hair dryer,/m/03ldnb,Ceiling fan,0.5783323645591736
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/04169hn,Wood-burning stove,0.575626015663147
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/04lvq_,Humidifier,0.562279462814331
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/063rgb,Mixer,0.6169607043266296
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/07xyvk,Coffeemaker,0.5938549637794495
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/0fx9l,Microwave oven,0.5724531412124634
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/0ky7b,Dishwasher,0.6489423513412476
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/0llzx,Sewing machine,0.5443532466888428
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/0c3m8g,Hand dryer,0.5423279404640198
/m/019dx1,Home appliance,/m/040b_t,Refrigerator,/m/03ldnb,Ceiling fan,0.5277136564254761
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/04lvq_,Humidifier,0.46479982137680054
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/063rgb,Mixer,0.5218099355697632
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/07xyvk,Coffeemaker,0.4773637354373932
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/0fx9l,Microwave oven,0.6150975227355957
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/0ky7b,Dishwasher,0.5091269612312317
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/0llzx,Sewing machine,0.5339069962501526
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/0c3m8g,Hand dryer,0.5159125328063965
/m/019dx1,Home appliance,/m/04169hn,Wood-burning stove,/m/03ldnb,Ceiling fan,0.5285276174545288
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/063rgb,Mixer,0.5800803899765015
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/07xyvk,Coffeemaker,0.4851519465446472
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/0fx9l,Microwave oven,0.4326060712337494
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/0ky7b,Dishwasher,0.5761325359344482
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/0llzx,Sewing machine,0.5000435709953308
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/0c3m8g,Hand dryer,0.5929818153381348
/m/019dx1,Home appliance,/m/04lvq_,Humidifier,/m/03ldnb,Ceiling fan,0.5105860233306885
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/07xyvk,Coffeemaker,0.595204770565033
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/0fx9l,Microwave oven,0.5585416555404663
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/0ky7b,Dishwasher,0.6383118629455566
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/0llzx,Sewing machine,0.6107140183448792
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/0c3m8g,Hand dryer,0.6251558065414429
/m/019dx1,Home appliance,/m/063rgb,Mixer,/m/03ldnb,Ceiling fan,0.49243688583374023
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,/m/0fx9l,Microwave oven,0.43972450494766235
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,/m/0ky7b,Dishwasher,0.5284075736999512
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,/m/0llzx,Sewing machine,0.528637170791626
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,/m/0c3m8g,Hand dryer,0.502293586730957
/m/019dx1,Home appliance,/m/07xyvk,Coffeemaker,/m/03ldnb,Ceiling fan,0.44951581954956055
/m/019dx1,Home appliance,/m/0fx9l,Microwave oven,/m/0ky7b,Dishwasher,0.5792911648750305
/m/019dx1,Home appliance,/m/0fx9l,Microwave oven,/m/0llzx,Sewing machine,0.6056749820709229
/m/019dx1,Home appliance,/m/0fx9l,Microwave oven,/m/0c3m8g,Hand dryer,0.5361777544021606
/m/019dx1,Home appliance,/m/0fx9l,Microwave oven,/m/03ldnb,Ceiling fan,0.540673553943634
/m/019dx1,Home appliance,/m/0ky7b,Dishwasher,/m/0llzx,Sewing machine,0.6559877395629883
/m/019dx1,Home appliance,/m/0ky7b,Dishwasher,/m/0c3m8g,Hand dryer,0.7030866146087646
/m/019dx1,Home appliance,/m/0ky7b,Dishwasher,/m/03ldnb,Ceiling fan,0.49855947494506836
/m/019dx1,Home appliance,/m/0llzx,Sewing machine,/m/0c3m8g,Hand dryer,0.6996198892593384
/m/019dx1,Home appliance,/m/0llzx,Sewing machine,/m/03ldnb,Ceiling fan,0.6071323156356812
/m/019dx1,Home appliance,/m/0c3m8g,Hand dryer,/m/03ldnb,Ceiling fan,0.5296117067337036
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,/m/01vbnl,Bidet,0.5299798250198364
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,/m/02f9f_,Shower,0.5807799100875854
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,/m/02jz0l,Tap,0.5313502550125122
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,/m/03dnzn,Bathtub,0.5641552805900574
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,/m/09g1w,Toilet,0.5178415775299072
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,/m/02f9f_,Shower,0.559039831161499
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,/m/02jz0l,Tap,0.47326043248176575
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,/m/03dnzn,Bathtub,0.691327691078186
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,/m/09g1w,Toilet,0.6893997192382812
/m/02pkr5,Plumbing fixture,/m/02f9f_,Shower,/m/02jz0l,Tap,0.523867130279541
/m/02pkr5,Plumbing fixture,/m/02f9f_,Shower,/m/03dnzn,Bathtub,0.6390394568443298
/m/02pkr5,Plumbing fixture,/m/02f9f_,Shower,/m/09g1w,Toilet,0.6109451651573181
/m/02pkr5,Plumbing fixture,/m/02jz0l,Tap,/m/03dnzn,Bathtub,0.5408760905265808
/m/02pkr5,Plumbing fixture,/m/02jz0l,Tap,/m/09g1w,Toilet,0.5564484596252441
/m/02pkr5,Plumbing fixture,/m/03dnzn,Bathtub,/m/09g1w,Toilet,0.7023617029190063
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/01n5jq,Poster,0.5072386264801025
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/024d2,Calculator,0.514319896697998
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/025dyy,Box,0.5261695384979248
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/025fsf,Stapler,0.4703109860420227
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/02d9qx,Whiteboard,0.4581697881221771
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/02ddwp,Pencil sharpener,0.5262550115585327
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/02fh7f,Eraser,0.6692306995391846
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/02xqq,Fax,0.44170984625816345
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/03m3vtv,Adhesive tape,0.5221362709999084
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/04zwwv,Ring binder,0.4889684021472931
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/05676x,Pencil case,0.49697303771972656
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/05gqfk,Plastic bag,0.46195852756500244
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/080n7g,Paper cutter,0.5832780599594116
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/09gtd,Toilet paper,0.4852333962917328
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/0frqm,Envelope,0.5221775770187378
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,/m/0k1tl,Pen,0.5106021165847778
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/024d2,Calculator,0.5187162160873413
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/025dyy,Box,0.5738581418991089
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/025fsf,Stapler,0.523431658744812
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/02d9qx,Whiteboard,0.5285205841064453
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/02ddwp,Pencil sharpener,0.4520166218280792
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/02fh7f,Eraser,0.5518319606781006
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/02xqq,Fax,0.5367075204849243
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/03m3vtv,Adhesive tape,0.5787914395332336
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/04zwwv,Ring binder,0.47017407417297363
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/05676x,Pencil case,0.48440492153167725
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/05gqfk,Plastic bag,0.5681310892105103
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/080n7g,Paper cutter,0.5356968641281128
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/09gtd,Toilet paper,0.560663104057312
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/0frqm,Envelope,0.5189779996871948
/m/02rdsp,Office supplies,/m/01n5jq,Poster,/m/0k1tl,Pen,0.5444720983505249
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/025dyy,Box,0.5490044355392456
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/025fsf,Stapler,0.4573199152946472
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/02d9qx,Whiteboard,0.4957839846611023
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/02ddwp,Pencil sharpener,0.5232447385787964
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/02fh7f,Eraser,0.524278998374939
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/02xqq,Fax,0.563633918762207
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/03m3vtv,Adhesive tape,0.47202181816101074
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/04zwwv,Ring binder,0.49606212973594666
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/05676x,Pencil case,0.4755138158798218
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/05gqfk,Plastic bag,0.48847612738609314
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/080n7g,Paper cutter,0.5934429168701172
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/09gtd,Toilet paper,0.48008668422698975
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/0frqm,Envelope,0.49500375986099243
/m/02rdsp,Office supplies,/m/024d2,Calculator,/m/0k1tl,Pen,0.47387751936912537
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/025fsf,Stapler,0.4116596281528473
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/02d9qx,Whiteboard,0.5222930908203125
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/02ddwp,Pencil sharpener,0.37323907017707825
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/02fh7f,Eraser,0.4934384524822235
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/02xqq,Fax,0.5629262328147888
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/03m3vtv,Adhesive tape,0.46968168020248413
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/04zwwv,Ring binder,0.4817638397216797
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/05676x,Pencil case,0.45585787296295166
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/05gqfk,Plastic bag,0.5220125913619995
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/080n7g,Paper cutter,0.4648096561431885
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/09gtd,Toilet paper,0.4494488835334778
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/0frqm,Envelope,0.5867466926574707
/m/02rdsp,Office supplies,/m/025dyy,Box,/m/0k1tl,Pen,0.5012008547782898
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/02d9qx,Whiteboard,0.40376973152160645
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/02ddwp,Pencil sharpener,0.4677133560180664
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/02fh7f,Eraser,0.5114971399307251
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/02xqq,Fax,0.419997900724411
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/03m3vtv,Adhesive tape,0.44470152258872986
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/04zwwv,Ring binder,0.41001707315444946
/m/02rdsp,Office supplies,/m/025fsf,Stapler,/m/05676x,Pencil case,0.39243489503860474
