LabelName,DisplayName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/01bqk0,Bicycle wheel,Wheel,0.76131272315979,Bicycle helmet,0.7461430430412292,,,,,,
/m/01btn,Barge,,,,,,,,,,
/m/01c648,Laptop,Tablet computer,0.7107290029525757,,,,,,,,
/m/01cmb2,Miniskirt,,,,,,,,,,
/m/01d380,Drill (Tool),,,,,,,,,,
/m/01d40f,Dress,Wardrobe,0.7471886277198792,Suit,0.7330681681632996,,,,,,
/m/01dwsz,Waffle,Waffle iron,0.8160328269004822,,,,,,,,
/m/01dwwc,Pancake,,,,,,,,,,
/m/01dxs,Brown bear,Polar bear,0.741139829158783,,,,,,,,
/m/01dy8n,Woodpecker,,,,,,,,,,
/m/01f8m5,Blue jay,,,,,,,,,,
/m/01f91_,Pretzel,,,,,,,,,,
/m/01fb_0,Bagel,,,,,,,,,,
/m/01fdzj,Tower,,,,,,,,,,
/m/01fh4r,Teapot,Flowerpot,0.7721988558769226,Tea,0.7008139491081238,,,,,,
/m/01g3x7,Bow and arrow,,,,,,,,,,
/m/01gkx_,Swimwear,Swimming pool,0.7761468887329102,Swim cap,0.7546539306640625,,,,,,
/m/01gllr,Beehive,,,,,,,,,,
/m/01gmv2,Brassiere,,,,,,,,,,
/m/01h3n,Bee,,,,,,,,,,
/m/01h44,Bat (Animal),,,,,,,,,,
/m/01h8tj,Starfish,Goldfish,0.7609965801239014,Jellyfish,0.7299296855926514,,,,,,
/m/01hrv5,Popcorn,,,,,,,,,,
/m/01j3zr,Burrito,,,,,,,,,,
/m/01j4z9,Chainsaw,,,,,,,,,,
/m/01j51,Balloon,,,,,,,,,,
/m/01j5ks,Wrench,Bench,0.760840892791748,Crutch,0.7193342447280884,,,,,,
/m/01j61q,Tent,,,,,,,,,,
/m/01jfm_,Vehicle registration plate,,,,,,,,,,
/m/01jfsr,Lantern,Lamp,0.701173722743988,,,,,,,,
/m/01k6s3,Toaster,,,,,,,,,,
/m/01kb5b,Flashlight,,,,,,,,,,
/m/01knjb,Billboard,,,,,,,,,,
/m/01krhy,Tiara,,,,,,,,,,
/m/01lcw4,Limousine,,,,,,,,,,
/m/01llwg,Necklace,Earring,0.7519646883010864,,,,,,,,
/m/01lsmm,Scissors,,,,,,,,,,
/m/01lynh,Stairs,Ladder,0.7240875363349915,,,,,,,,
/m/01m2v,Computer keyboard,Musical keyboard,0.7799400091171265,Computer mouse,0.7749903202056885,,,,,,
/m/01m4t,Printer,Paper cutter,0.7336681485176086,,,,,,,,
/m/01mzpv,Chair,Bench,0.7444857954978943,Wheelchair,0.7407619953155518,Stool,0.7312623858451843,,,,
/m/01n4qj,Shirt,,,,,,,,,,
/m/01n5jq,Poster,,,,,,,,,,
/m/01nkt,Cheese,,,,,,,,,,
/m/01nq26,Sock,,,,,,,,,,
/m/01pns0,Fire hydrant,,,,,,,,,,
/m/01r546,Earring,Necklace,0.7519646883010864,Human ear,0.7491589188575745,Headphones,0.7361526489257812,,,,
/m/01rkbr,Tie,,,,,,,,,,
/m/01s105,Cabinetry,,,,,,,,,,
/m/01s55n,Suitcase,Bookcase,0.7961326837539673,Suit,0.7651219367980957,Briefcase,0.7250641584396362,,,,
/m/01tcjp,Muffin,,,,,,,,,,
/m/01vbnl,Bidet,,,,,,,,,,
/m/01x_v,Camel,,,,,,,,,,
/m/01x3jk,Snowmobile,Snowboard,0.7434367537498474,Snowman,0.7003628611564636,,,,,,
/m/01xq0k1,Cattle,Sheep,0.762442946434021,Chicken,0.7165641188621521,Horse,0.7071100473403931,,,,
/m/01xqw,Cello,Violin,0.76421058177948,Piano,0.7546266913414001,Saxophone,0.7329522371292114,Guitar,0.70396488904953,,
/m/01xs3r,Jet ski,Ski,0.8200235366821289,,,,,,,,
/m/01xygc,Coat,,,,,,,,,,
/m/01xyhv,Suit,Suitcase,0.7651219367980957,Dress,0.7330681681632996,,,,,,
/m/01y9k5,Desk,,,,,,,,,,
/m/01yrx,Cat,Cat furniture,0.7550588846206665,,,,,,,,
/m/01yx86,Bronze sculpture,,,,,,,,,,
/m/01z1kdw,Juice,,,,,,,,,,
/m/02_n6y,Goggles,Sunglasses,0.8429244756698608,Glasses,0.8126418590545654,Binoculars,0.7080390453338623,,,,
/m/02068x,Gondola,,,,,,,,,,
/m/020kz,Cannon,,,,,,,,,,
/m/020lf,Computer mouse,Mouse,0.8557825088500977,Computer keyboard,0.7749903202056885,Computer monitor,0.7691755294799805,,,,
/m/021mn,Cookie,Cake,0.7290720343589783,,,,,,,,
/m/021sj1,Office building,,,,,,,,,,
/m/0220r2,Fountain,,,,,,,,,,
/m/0242l,Coin,,,,,,,,,,
/m/024d2,Calculator,,,,,,,,,,
/m/024g6,Cocktail,Cocktail shaker,0.7877891063690186,,,,,,,,
/m/02522,Computer monitor,Computer mouse,0.7691755294799805,Tablet computer,0.7131153345108032,,,,,,
/m/025dyy,Box,,,,,,,,,,
/m/025fsf,Stapler,,,,,,,,,,
/m/025nd,Christmas tree,Palm tree,0.7696534395217896,Tree house,0.7641424536705017,,,,,,
/m/025rp__,Cowboy hat,Sun hat,0.7101771235466003,,,,,,,,
/m/0268lbt,Hiking equipment,,,,,,,,,,
/m/026qbn5,Studio couch,,,,,,,,,,
/m/026t6,Drum,,,,,,,,,,
/m/0271qf7,Wine rack,Wine glass,0.788843035697937,Wine,0.7466051578521729,Spice rack,0.7293455004692078,,,,
/m/027pcv,Zucchini,,,,,,,,,,
/m/027rl48,Ladle,,,,,,,,,,
/m/0283dt1,Human mouth,Human nose,0.8081644773483276,Human ear,0.7874248027801514,Human eye,0.7870151400566101,Human face,0.7796489596366882,Human hand,0.7721959948539734
/m/029b3,Dice,,,,,,,,,,
/m/029bxz,Oven,Microwave oven,0.7264290452003479,,,,,,,,
/m/029tx,Dinosaur,,,,,,,,,,
/m/02bm9n,Ratchet (Device),,,,,,,,,,
/m/02ctlc,Cricket ball,Rugby ball,0.7882884740829468,Golf ball,0.7694217562675476,Tennis ball,0.7555986046791077,,,,
/m/02cvgx,Winter melon,,,,,,,,,,
/m/02d1br,Spatula,,,,,,,,,,
/m/02d9qx,Whiteboard,Cupboard,0.7829262614250183,Scoreboard,0.7032901048660278,,,,,,
/m/02ddwp,Pencil sharpener,,,,,,,,,,
/m/02f9f_,Shower,,,,,,,,,,
/m/02fh7f,Eraser,,,,,,,,,,
/m/02fq_6,Fedora,,,,,,,,,,
/m/02g30s,Guacamole,,,,,,,,,,
/m/02gzp,Dagger,,,,,,,,,,
/m/02h19r,Scarf,,,,,,,,,,
/m/02hj4,Dolphin,,,,,,,,,,
/m/02jfl0,Sombrero,,,,,,,,,,
/m/02jnhm,Tin can,,,,,,,,,,
/m/02jvh9,Mug,,,,,,,,,,
/m/02jz0l,Tap,,,,,,,,,,
/m/02l8p9,Harbor seal,,,,,,,,,,
/m/02lbcq,Stretcher,,,,,,,,,,
/m/02mqfb,Can opener,,,,,,,,,,
/m/02p3w7d,Roller skates,Rays and skates,0.7223125696182251,,,,,,,,
/m/02p5f1q,Coffee cup,Coffee table,0.8484095335006714,Measuring cup,0.764664888381958,Coffee (drink),0.7624219655990601,Coffeemaker,0.735859751701355,Tea,0.7136752009391785
/m/02pdsw,Cutting board,Paper cutter,0.7997255325317383,Pizza cutter,0.7128597497940063,,,,,,
/m/02pjr4,Blender,Grinder,0.7413555383682251,,,,,,,,
/m/02pv19,Stop sign,,,,,,,,,,
/m/02rgn06,Volleyball (Ball),,,,,,,,,,
/m/02s195,Vase,,,,,,,,,,
/m/02tsc9,Slow cooker,,,,,,,,,,
/m/02vkqh8,Wardrobe,Dress,0.7471886277198792,Closet,0.7308173775672913,,,,,,
/m/02vqfm,Coffee (drink),Coffee cup,0.7624219655990601,,,,,,,,
/m/02vwcm,Whisk,,,,,,,,,,
/m/02w3r3,Paper towel,Towel,0.8845781683921814,Toilet paper,0.8203949928283691,,,,,,
/m/02wbtzl,Sun hat,Cowboy hat,0.7101771235466003,,,,,,,,
/m/02wg_p,Tree house,Christmas tree,0.7641424536705017,Palm tree,0.70409095287323,,,,,,
/m/02wmf,Flying disc,,,,,,,,,,
/m/02wv84t,Gas stove,Wood-burning stove,0.7903971672058105,,,,,,,,
/m/02x8cch,Salt and pepper shakers,,,,,,,,,,
/m/02x984l,Mechanical fan,Ceiling fan,0.7712600827217102,,,,,,,,
/m/02xb7qb,Face powder,,,,,,,,,,
/m/02xqq,Fax,Fox,0.7015169858932495,,,,,,,,
/m/02y6n,French fries,,,,,,,,,,
/m/02z51p,Nightstand,,,,,,,,,,
/m/02zn6n,Barrel,,,,,,,,,,
/m/02zt3,Kite,,,,,,,,,,
/m/02zvsm,Tart,,,,,,,,,,
/m/03__z0,Bookcase,Suitcase,0.7961326837539673,Briefcase,0.710411012172699,,,,,,
/m/030610,Treadmill,,,,,,,,,,
/m/0306r,Fox,Fax,0.7015169858932495,,,,,,,,
/m/03120,Flag,,,,,,,,,,
/m/0319l,French horn,,,,,,,,,,
/m/031b6r,Window blind,Window,0.7628204226493835,,,,,,,,
/m/031n1,Human foot,Human leg,0.8986095786094666,Human hand,0.821028470993042,Human eye,0.7789903283119202,Human face,0.7702866792678833,Human head,0.7503947019577026
/m/0323sq,Golf cart,Golf ball,0.7736951112747192,Cart,0.7359228134155273,,,,,,
/m/032b3c,Jacket,Trumpet,0.7283947467803955,Rocket,0.723110556602478,,,,,,
/m/033cnk,Egg,Chicken,0.7098719477653503,,,,,,,,
/m/033rq4,Street light,Traffic light,0.8401845693588257,Light switch,0.7766525745391846,Light bulb,0.7429167628288269,,,,
/m/0342h,Guitar,Piano,0.7357283234596252,Violin,0.7330632209777832,Cello,0.70396488904953,,,,
/m/034c16,Pillow,,,,,,,,,,
/m/035r7c,Human leg,Human foot,0.8986095786094666,Human hand,0.7954400181770325,Human arm,0.7704827189445496,Human eye,0.7645173668861389,Human head,0.7642633318901062
/m/035vxb,Isopod,,,,,,,,,,
/m/0388q,Grape,Grapefruit,0.8059567213058472,,,,,,,,
/m/039xj_,Human ear,Human eye,0.7957192659378052,Human nose,0.7890057563781738,Human mouth,0.7874248027801514,Human head,0.7782652378082275,Earring,0.7491589188575745
/m/03bbps,Power plugs and sockets,,,,,,,,,,
/m/03bj1,Panda,Red panda,0.7416893839836121,,,,,,,,
/m/03bk1,Giraffe,,,,,,,,,,
/m/03bt1vf,Woman,Girl,0.7571542263031006,Human face,0.7448415756225586,Human eye,0.7251085042953491,Human hand,0.7215596437454224,Human head,0.7073419690132141
/m/03c7gz,Door handle,Human hand,0.7081136107444763,,,,,,,,
/m/03d443,Rhinoceros,,,,,,,,,,
/m/03dnzn,Bathtub,Bathroom cabinet,0.7253381609916687,Swimming pool,0.7104125022888184,Toilet,0.7023617029190063,,,,
/m/03fj2,Goldfish,Starfish,0.7609965801239014,Jellyfish,0.7587225437164307,,,,,,
/m/03fp41,Houseplant,,,,,,,,,,
/m/03fwl,Goat,,,,,,,,,,
/m/03g8mr,Baseball bat,Baseball glove,0.7396356463432312,,,,,,,,
/m/03grzl,Baseball glove,Baseball bat,0.7396356463432312,,,,,,,,
/m/03hj559,Mixing bowl,Mixer,0.7681722640991211,Bowl,0.7159383893013,,,,,,
/m/03jbxj,Light switch,Light bulb,0.7799647450447083,Street light,0.7766525745391846,Traffic light,0.7314752340316772,Lamp,0.7159854173660278,,
/m/03jm5,House,,,,,,,,,,
/m/03k3r,Horse,Dog,0.7310225963592529,Sheep,0.7097780704498291,Cattle,0.7071100473403931,,,,
/m/03kt2w,Stationary bicycle,,,,,,,,,,
/m/03l9g,Hammer,,,,,,,,,,
/m/03ldnb,Ceiling fan,Mechanical fan,0.7712600827217102,,,,,,,,
/m/03m3pdh,Sofa bed,Dog bed,0.7012599110603333,,,,,,,,
/m/03m3vtv,Adhesive tape,,,,,,,,,,
/m/03m5k,Harp,,,,,,,,,,
/m/03nfch,Sandal,,,,,,,,,,
/m/03p3bw,Bicycle helmet,Football helmet,0.7517297267913818,Bicycle wheel,0.7461430430412292,,,,,,
/m/03q5c7,Saucer,,,,,,,,,,
/m/03q5t,Harpsichord,,,,,,,,,,
/m/03q69,Human hair,Human head,0.8115745782852173,Human face,0.7897840142250061,Human eye,0.7618584036827087,Human hand,0.751693844795227,Human ear,0.7360118627548218
/m/03qhv5,Heater,Mixer,0.7002164721488953,,,,,,,,
/m/03qjg,Harmonica,,,,,,,,,,
/m/03qrc,Hamster,,,,,,,,,,
/m/03rszm,Curtain,,,,,,,,,,
/m/03s_tn,Kettle,,,,,,,,,,
/m/03tw93,Fireplace,,,,,,,,,,
/m/03txqz,Scale,,,,,,,,,,
/m/03v5tg,Drinking straw,,,,,,,,,,
/m/03wvsk,Hair dryer,Hand dryer,0.8417825102806091,Washing machine,0.7484984993934631,Hair spray,0.7184826135635376,Dishwasher,0.7099786400794983,,
/m/03wym,Indoor rower,,,,,,,,,,
/m/03y6mg,Food processor,,,,,,,,,,
/m/04_sv,Motorcycle,Unicycle,0.7238563299179077,,,,,,,,
/m/040b_t,Refrigerator,,,,,,,,,,
/m/04169hn,Wood-burning stove,Gas stove,0.7903971672058105,,,,,,,,
/m/0420v5,Punching bag,,,,,,,,,,
/m/043nyj,Common fig,Common sunflower,0.703921377658844,,,,,,,,
/m/0440zs,Cocktail shaker,Cocktail,0.7877891063690186,,,,,,,,
/m/0449p,Jaguar (Animal),,,,,,,,,,
/m/044r5d,Golf ball,Golf cart,0.7736951112747192,Cricket ball,0.7694217562675476,Tennis ball,0.7600278258323669,Rugby ball,0.7146782875061035,,
/m/046dlr,Alarm clock,Wall clock,0.7645485401153564,,,,,,,,
/m/047j0r,Filing cabinet,Bathroom cabinet,0.7089695930480957,,,,,,,,
/m/047v4b,Artichoke,,,,,,,,,,
/m/04c0y,Kangaroo,,,,,,,,,,
/m/04cp_,Koala,,,,,,,,,,
/m/04ctx,Knife,Kitchen knife,0.7423321604728699,Rifle,0.7112797498703003,,,,,,
/m/04dr76w,Bottle,Bottle opener,0.757552981376648,,,,,,,,
/m/04f5ws,Bottle opener,Bottle,0.757552981376648,,,,,,,,
/m/04g2r,Lynx,,,,,,,,,,
/m/04gth,Lavender (Plant),Lemon (plant),0.7440100312232971,,,,,,,,
/m/04h7h,Lighthouse,,,,,,,,,,
/m/04h8sr,Dumbbell,,,,,,,,,,
/m/04hgtk,Human head,Human face,0.8528882265090942,Human eye,0.8124304413795471,Human hair,0.8115745782852173,Human hand,0.800216019153595,Human ear,0.7782652378082275
/m/04kkgm,Bowl,Mixing bowl,0.7159383893013,Bowling equipment,0.7066302299499512,,,,,,
/m/04lvq_,Humidifier,,,,,,,,,,
/m/04m6gz,Porch,,,,,,,,,,
/m/04m9y,Lizard,,,,,,,,,,
/m/04p0qw,Billiard table,,,,,,,,,,
/m/04rmv,Mouse,Computer mouse,0.8557825088500977,,,,,,,,
/m/04tn4x,Swim cap,Swimming pool,0.7637639045715332,Swimwear,0.7546539306640625,,,,,,
/m/04v6l4,Frying pan,Cooking spray,0.7029000520706177,,,,,,,,
/m/04vv5k,Snowplow,,,,,,,,,,
/m/04y4h8h,Bathroom cabinet,Bathtub,0.7253381609916687,Filing cabinet,0.7089695930480957,,,,,,
/m/04ylt,Missile,Rifle,0.7568843960762024,,,,,,,,
/m/04yqq2,Bust,,,,,,,,,,
/m/04yx4,Man,Human hand,0.7469793558120728,Human face,0.7460602521896362,Human head,0.7433943748474121,Human eye,0.730441153049469,Human foot,0.7209228873252869
/m/04z4wx,Waffle iron,Waffle,0.8160328269004822,,,,,,,,
/m/04zpv,Milk,,,,,,,,,,
/m/04zwwv,Ring binder,,,,,,,,,,
/m/05_5p_0,Table tennis racket,Tennis racket,0.9214935302734375,,,,,,,,
/m/050gv4,Plate,Platter,0.7597761750221252,,,,,,,,
/m/050k8,Mobile phone,Corded phone,0.7667373418807983,,,,,,,,
/m/052sf,Mushroom,,,,,,,,,,
/m/054_l,Mirror,,,,,,,,,,
/m/05441v,Crutch,Wrench,0.7193342447280884,,,,,,,,
/m/054fyh,Pitcher (Container),,,,,,,,,,
/m/054xkw,Personal flotation device,,,,,,,,,,
/m/05676x,Pencil case,,,,,,,,,,
/m/057cc,Musical keyboard,Computer keyboard,0.7799400091171265,Piano,0.7136886715888977,,,,,,
/m/057p5t,Scoreboard,Snowboard,0.7210531830787659,Whiteboard,0.7032901048660278,,,,,,
/m/0584n8,Briefcase,Suitcase,0.7250641584396362,Bookcase,0.710411012172699,,,,,,
/m/058qzx,Kitchen knife,Knife,0.7423321604728699,,,,,,,,
/m/05bm6,Nail (Construction),,,,,,,,,,
/m/05ctyq,Tennis ball,Golf ball,0.7600278258323669,Cricket ball,0.7555986046791077,Tennis racket,0.7286761999130249,Rugby ball,0.725832998752594,,
/m/05gqfk,Plastic bag,Handbag,0.7172475457191467,,,,,,,,
/m/05kms,Oboe,,,,,,,,,,
/m/05kyg_,Chest of drawers,,,,,,,,,,
/m/05n4y,Ostrich,,,,,,,,,,
/m/05r5c,Piano,Violin,0.7573223114013672,Cello,0.7546266913414001,Guitar,0.7357283234596252,Saxophone,0.7221194505691528,Musical keyboard,0.7136886715888977
/m/05r655,Girl,Woman,0.7571542263031006,,,,,,,,
/m/05vtc,Potato,Pomegranate,0.703951895236969,,,,,,,,
/m/05w9t9,Hair spray,Cooking spray,0.7454765439033508,Human hair,0.7198246717453003,Hair dryer,0.7184826135635376,,,,
/m/05z55,Pasta,,,,,,,,,,
/m/05z6w,Penguin,,,,,,,,,,
/m/05zsy,Pumpkin,,,,,,,,,,
/m/06__v,Snowboard,Skateboard,0.819665253162384,Surfboard,0.809689998626709,Snowmobile,0.7434367537498474,Scoreboard,0.7210531830787659,Cupboard,0.7013511657714844
/m/06_72j,Digital clock,Wall clock,0.7697051763534546,,,,,,,,
/m/06_fw,Skateboard,Snowboard,0.819665253162384,Surfboard,0.7611640691757202,,,,,,
/m/061_f,Pear,Peach,0.7207409739494324,,,,,,,,
/m/061hd_,Infant bed,Dog bed,0.7225188612937927,,,,,,,,
/m/0633h,Polar bear,Brown bear,0.741139829158783,,,,,,,,
/m/063rgb,Mixer,Mixing bowl,0.7681722640991211,Grinder,0.7473479509353638,Heater,0.7002164721488953,,,,
/m/0642b4,Cupboard,Whiteboard,0.7829262614250183,Surfboard,0.7226859927177429,Snowboard,0.7013511657714844,,,,
/m/065h6l,Jacuzzi,,,,,,,,,,
/m/0663v,Pizza,Pizza cutter,0.7281168103218079,,,,,,,,
/m/068zj,Pig,,,,,,,,,,
/m/06c54,Rifle,Missile,0.7568843960762024,Shotgun,0.7521100640296936,Handgun,0.7277070879936218,Knife,0.7112797498703003,,
/m/06c7f7,Lipstick,,,,,,,,,,
/m/06j2d,Raven,,,,,,,,,,
/m/06k2mb,High heels,Human foot,0.7044097781181335,,,,,,,,
/m/06l9r,Red panda,Panda,0.7416893839836121,,,,,,,,
/m/06m11,Rose,,,,,,,,,,
/m/06mf6,Rabbit,,,,,,,,,,
/m/06ncr,Saxophone,Cello,0.7329522371292114,Violin,0.7249332070350647,Piano,0.7221194505691528,Microphone,0.7087810039520264,,
/m/06nrc,Shotgun,Handgun,0.8213270902633667,Rifle,0.7521100640296936,,,,,,
/m/06pcq,Submarine sandwich,,,,,,,,,,
/m/06y5r,Sword,Skull,0.7009667754173279,,,,,,,,
/m/06z37_,Picture frame,Camera,0.7157040238380432,,,,,,,,
/m/07030,Sushi,,,,,,,,,,
/m/0703r8,Loveseat,,,,,,,,,,
/m/071p9,Ski,Jet ski,0.8200235366821289,,,,,,,,
/m/071qp,Squirrel,,,,,,,,,,
/m/073bxn,Tripod,,,,,,,,,,
/m/073g6,Stethoscope,,,,,,,,,,
/m/074d1,Submarine,,,,,,,,,,
/m/0755b,Scorpion,,,,,,,,,,
/m/076bq,Segway,,,,,,,,,,
/m/076lb9,Training bench,Bench,0.7971429824829102,,,,,,,,
/m/078jl,Snake,Snail,0.709068238735199,,,,,,,,
/m/078n6m,Coffee table,Coffee cup,0.8484095335006714,Tea,0.7334244251251221,Kitchen & dining room table,0.7036811709403992,,,,
/m/079cl,Skyscraper,,,,,,,,,,
/m/07bgp,Sheep,Cattle,0.762442946434021,Horse,0.7097780704498291,,,,,,
/m/07c52,Television,,,,,,,,,,
/m/07c6l,Trombone,,,,,,,,,,
/m/07clx,Tea,Coffee table,0.7334244251251221,Coffee cup,0.7136752009391785,Teapot,0.7008139491081238,,,,
/m/07cmd,Tank,Truck,0.7535091042518616,,,,,,,,
/m/07crc,Taco,,,,,,,,,,
/m/07dd4,Torch,,,,,,,,,,
/m/07dm6,Tiger,,,,,,,,,,
/m/07fbm7,Strawberry,,,,,,,,,,
/m/07gql,Trumpet,Jacket,0.7283947467803955,Rocket,0.7099907994270325,,,,,,
/m/07j87,Tomato,,,,,,,,,,
/m/07jdr,Train,,,,,,,,,,
/m/07kng9,Picnic basket,,,,,,,,,,
/m/07mcwg,Cooking spray,Hair spray,0.7454765439033508,Frying pan,0.7029000520706177,,,,,,
/m/07pj7bq,Bowling equipment,Bowl,0.7066302299499512,,,,,,,,
/m/07qxg_,Football helmet,Bicycle helmet,0.7517297267913818,,,,,,,,
/m/07r04,Truck,Tank,0.7535091042518616,,,,,,,,
/m/07v9_z,Measuring cup,Coffee cup,0.764664888381958,,,,,,,,
/m/07xyvk,Coffeemaker,Coffee cup,0.735859751701355,,,,,,,,
/m/07y_7,Violin,Cello,0.76421058177948,Piano,0.7573223114013672,Guitar,0.7330632209777832,Saxophone,0.7249332070350647,,
/m/080hkjn,Handbag,Handgun,0.7588627338409424,Human hand,0.7389991283416748,Plastic bag,0.7172475457191467,Hand dryer,0.7098680734634399,,
/m/080n7g,Paper cutter,Cutting board,0.7997255325317383,Pizza cutter,0.7996039390563965,Printer,0.7336681485176086,,,,
/m/081qc,Wine,Wine glass,0.7967424988746643,Wine rack,0.7466051578521729,,,,,,
/m/083wq,Wheel,Bicycle wheel,0.76131272315979,,,,,,,,
/m/084hf,Worm,,,,,,,,,,
/m/084rd,Wok,,,,,,,,,,
/m/084zz,Whale,,,,,,,,,,
/m/0898b,Zebra,,,,,,,,,,
/m/08hvt4,Jug,,,,,,,,,,
/m/08ks85,Pizza cutter,Paper cutter,0.7996039390563965,Pizza,0.7281168103218079,Cutting board,0.7128597497940063,,,,
/m/08p92x,Cream,Ice cream,0.7545046210289001,,,,,,,,
/m/08pbxl,Monkey,,,,,,,,,,
/m/096mb,Lion,Sea lion,0.7025495767593384,,,,,,,,
/m/09728,Bread,,,,,,,,,,
/m/099ssp,Platter,Plate,0.7597761750221252,,,,,,,,
/m/09b5t,Chicken,Cattle,0.7165641188621521,Egg,0.7098719477653503,,,,,,
/m/09csl,Eagle,,,,,,,,,,
/m/09ct_,Helicopter,,,,,,,,,,
/m/09d5_,Owl,,,,,,,,,,
/m/09ddx,Duck,,,,,,,,,,
/m/09f_2,Crocodile,,,,,,,,,,
/m/09f20,Hippopotamus,,,,,,,,,,
/m/09g1w,Toilet,Toilet paper,0.819168746471405,Bathtub,0.7023617029190063,,,,,,
/m/09gtd,Toilet paper,Paper towel,0.8203949928283691,Toilet,0.819168746471405,,,,,,
/m/09gys,Squid,,,,,,,,,,
/m/09k_b,Lemon (plant),Lavender (Plant),0.7440100312232971,,,,,,,,
/m/09kmb,Spider,,,,,,,,,,
/m/09kx5,Deer,,,,,,,,,,
/m/09ld4,Frog,,,,,,,,,,
/m/09qck,Banana,,,,,,,,,,
/m/09rvcxw,Rocket,Jacket,0.723110556602478,Trumpet,0.7099907994270325,,,,,,
/m/09tvcd,Wine glass,Wine,0.7967424988746643,Wine rack,0.788843035697937,Glasses,0.7086915373802185,,,,
/m/0b_rs,Swimming pool,Swimwear,0.7761468887329102,Swim cap,0.7637639045715332,Bathtub,0.7104125022888184,,,,
/m/0b3fp9,Countertop,,,,,,,,,,
/m/0bh9flk,Tablet computer,Computer monitor,0.7131153345108032,Laptop,0.7107290029525757,,,,,,
/m/0bjyj5,Waste container,,,,,,,,,,
/m/0bt_c3,Book,,,,,,,,,,
/m/0bt9lr,Dog,Dog bed,0.7866421937942505,Hot dog,0.7562713027000427,Horse,0.7310225963592529,,,,
/m/0bwd_0j,Elephant,,,,,,,,,,
/m/0by6g,Shark,,,,,,,,,,
/m/0c06p,Candle,,,,,,,,,,
/m/0c29q,Leopard,,,,,,,,,,
/m/0c2jj,Axe,,,,,,,,,,
/m/0c3m8g,Hand dryer,Hair dryer,0.8417825102806091,Washing machine,0.7565156817436218,Human hand,0.7373823523521423,Handbag,0.7098680734634399,Dishwasher,0.7030864357948303
/m/0c3mkw,Soap dispenser,,,,,,,,,,
/m/0c568,Porcupine,,,,,,,,,,
