LabelName,DisplayName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/01n5jq,Poster,Printer,0.645067036151886,Printer,0.645067036151886,Mixer,0.6123605966567993,Mixer,0.6123605966567993,Billboard,0.6115939021110535
/m/024d2,Calculator,Printer,0.6526412963867188,Printer,0.6526412963867188,Cart,0.6252503395080566,Mixer,0.6185206174850464,Mixer,0.6185206174850464
/m/025dyy,Box,Cookie,0.6241111755371094,Cookie,0.6241111755371094,Cookie,0.6241111755371094,Backpack,0.6238080859184265,Barrel,0.6122142672538757
/m/025fsf,Stapler,Stretcher,0.6326170563697815,Stretcher,0.6326170563697815,Stairs,0.5987403988838196,Drawer,0.5606315732002258,Caterpillar,0.5476099848747253
/m/02d9qx,Whiteboard,Cupboard,0.7829262614250183,Scoreboard,0.7032901048660278,Scoreboard,0.7032901048660278,Snowboard,0.691659688949585,Snowboard,0.691659688949585
/m/02ddwp,Pencil sharpener,Pencil case,0.6902114152908325,Paper cutter,0.6252791881561279,Kitchen knife,0.6195676922798157,Printer,0.6188254356384277,Printer,0.6188254356384277
/m/02fh7f,Eraser,Scissors,0.6692306399345398,Scissors,0.6692306399345398,Scissors,0.6692306399345398,Blender,0.6492627263069153,Blender,0.6492627263069153
/m/02xqq,Fax,Fox,0.70151686668396,Printer,0.6113101243972778,Printer,0.6113101243972778,Axe,0.603405237197876,Axe,0.603405237197876
/m/03m3vtv,Adhesive tape,Toilet paper,0.6272793412208557,Toilet paper,0.6272792816162109,Tire,0.6113943457603455,Tire,0.6113943457603455,Tap,0.5935090184211731
/m/04zwwv,Ring binder,Earring,0.6320871710777283,Seat belt,0.6072283983230591,Seat belt,0.6072283983230591,Necklace,0.6002950072288513,Band-aid,0.600143551826477
/m/05676x,Pencil case,Pencil sharpener,0.6902114152908325,Pen,0.6585997939109802,Bookcase,0.6340668797492981,Wine glass,0.5854098200798035,Kitchen knife,0.5844117999076843
/m/05gqfk,Plastic bag,Handbag,0.7172475457191467,Handbag,0.7172475457191467,Punching bag,0.6731017231941223,Punching bag,0.6731017231941223,Picnic basket,0.652874231338501
/m/080n7g,Paper cutter,Cutting board,0.7997254729270935,Cutting board,0.7997254729270935,Cutting board,0.7997254133224487,Pizza cutter,0.7996038198471069,Pizza cutter,0.7996038198471069
/m/09gtd,Toilet paper,Toilet paper,1.0,Paper towel,0.8203950524330139,Toilet,0.8191686868667603,Paper cutter,0.6948226690292358,Towel,0.656453013420105
/m/0frqm,Envelope,Antelope,0.692267656326294,Shelf,0.6273750066757202,Necklace,0.6266188621520996,Vase,0.6218520998954773,Countertop,0.6188364624977112
/m/0k1tl,Pen,Pencil case,0.6585997939109802,Spatula,0.6152012348175049,Spatula,0.6152012348175049,Spatula,0.6152012348175049,Cello,0.6124628186225891
/m/02w3r3,Paper towel,Towel,0.8845781683921814,Toilet paper,0.8203950524330139,Toilet paper,0.8203949332237244,Paper cutter,0.6762295365333557,Toilet,0.6380089521408081
/m/034c16,Pillow,Chair,0.5897574424743652,Suit,0.5846462249755859,Stool,0.5844261646270752,Pineapple,0.5844128727912903,Snowplow,0.5746238827705383
/m/01_5g,Chopsticks,Chopsticks,1.0000001192092896,Chopsticks,1.0000001192092896,Chopsticks,1.0000001192092896,Lipstick,0.6621546745300293,Shorts,0.6182794570922852
/m/027rl48,Ladle,Ladle,1.0,Ladle,1.0,Ladder,0.6783024668693542,Ladder,0.6783024668693542,Paddle,0.6248573064804077
/m/02d1br,Spatula,Spatula,0.9999998807907104,Spatula,0.9999998807907104,Stool,0.6733149886131287,Shotgun,0.6661702394485474,Shotgun,0.6661702394485474
/m/02mqfb,Can opener,Can opener,1.000000238418579,Can opener,1.000000238418579,Bottle opener,0.6559803485870361,Bottle opener,0.6559803485870361,Bottle opener,0.6559803485870361
/m/02pdsw,Cutting board,Cutting board,1.0000001192092896,Cutting board,1.0000001192092896,Paper cutter,0.7997254729270935,Pizza cutter,0.7128598093986511,Pizza cutter,0.7128598093986511
/m/02vwcm,Whisk,Whisk,1.000000238418579,Whisk,1.000000238418579,Wok,0.6854519844055176,Whale,0.6253336071968079,Wrench,0.592965841293335
/m/03v5tg,Drinking straw,Drinking straw,1.0000001192092896,Drinking straw,0.9999998807907104,Serving tray,0.6880654692649841,Human mouth,0.6744654774665833,Human mouth,0.6744654774665833
/m/04ctx,Knife,Knife,0.9999999403953552,Knife,0.9999999403953552,Knife,0.9999999403953552,Knife,0.9999999403953552,Kitchen knife,0.7423321604728699
/m/04f5ws,Bottle opener,Bottle opener,0.9999998211860657,Bottle opener,0.9999997615814209,Bottle,0.757552981376648,Bottle,0.757552981376648,Bottle,0.757552981376648
/m/07v9_z,Measuring cup,Measuring cup,0.9999998211860657,Measuring cup,0.9999997615814209,Coffee cup,0.764664888381958,Drinking straw,0.6425439715385437,Drinking straw,0.6425439715385437
/m/08ks85,Pizza cutter,Pizza cutter,1.000000238418579,Pizza cutter,1.000000238418579,Paper cutter,0.7996038198471069,Pizza,0.7281168103218079,Cutting board,0.7128598093986511
/m/0cmx8,Spoon,Spoon,1.0000001192092896,Spoon,1.0000001192092896,Spoon,1.0000001192092896,Spatula,0.6586855053901672,Spatula,0.6586855053901672
/m/0dt3t,Fork,Fork,0.9999999403953552,Fork,0.9999999403953552,Fork,0.9999999403953552,Shark,0.6513156890869141,Sock,0.628115713596344
/m/01_5g,Chopsticks,Chopsticks,1.0000001192092896,Chopsticks,1.0000001192092896,Chopsticks,1.0000001192092896,Lipstick,0.6621546745300293,Shorts,0.6182794570922852
/m/01fh4r,Teapot,Flowerpot,0.7721988558769226,Flowerpot,0.7721988558769226,Tea,0.7008139491081238,Coffee cup,0.6099929809570312,Countertop,0.5959745645523071
/m/02jvh9,Mug,Mule,0.6293841004371643,Monkey,0.625942051410675,Handbag,0.6007813215255737,Handbag,0.6007813215255737,Jug,0.6004540920257568
/m/02p5f1q,Coffee cup,Coffee table,0.8484094738960266,Measuring cup,0.764664888381958,Measuring cup,0.764664888381958,Measuring cup,0.7646648287773132,Coffee (drink),0.7624219655990601
/m/02x8cch,Salt and pepper shakers,Cooking spray,0.6638702154159546,Cocktail shaker,0.634888231754303,Mixer,0.6249679923057556,Mixer,0.6249679923057556,Spice rack,0.6200871467590332
/m/03hj559,Mixing bowl,Mixer,0.7681723833084106,Mixer,0.7681723833084106,Bowl,0.7159383296966553,Bowling equipment,0.6984936594963074,Bowling equipment,0.6984936594963074
/m/03q5c7,Saucer,Cucumber,0.6413499712944031,Hamburger,0.6355019211769104,Salad,0.6040101647377014,Juice,0.5969359874725342,Heater,0.591568648815155
/m/0440zs,Cocktail shaker,Cocktail,0.7877891063690186,Mixer,0.6401736736297607,Mixer,0.6401736736297607,Salt and pepper shakers,0.634888231754303,Pressure cooker,0.6345369219779968
/m/04dr76w,Bottle,Bottle,1.0,Bottle,1.0,Bottle opener,0.7575531005859375,Bottle opener,0.757552981376648,Bottle opener,0.757552981376648
/m/04kkgm,Bowl,Mixing bowl,0.7159383296966553,Bowling equipment,0.7066302299499512,Bowling equipment,0.7066302299499512,Cricket ball,0.6112463474273682,Cricket ball,0.6112463474273682
/m/050gv4,Plate,Platter,0.7597761750221252,Chair,0.6416288018226624,Coffee table,0.6379003524780273,Cupboard,0.6346113085746765,Desk,0.626134991645813
/m/054fyh,Pitcher (Container),Waste container,0.585717499256134,Waste container,0.585717499256134,Mixer,0.5835134387016296,Mixer,0.5835134387016296,Grinder,0.559076189994812
/m/058qzx,Kitchen knife,Knife,0.7423321604728699,Knife,0.7423321604728699,Knife,0.7423321604728699,Knife,0.7423321604728699,Knife,0.7423321604728699
/m/08hvt4,Jug,Jug,1.0,Jug,1.0,Juice,0.6809919476509094,Mug,0.6004540920257568,Frog,0.5692827105522156
/m/099ssp,Platter,Plate,0.7597761750221252,Heater,0.6085900068283081,Grinder,0.5836241245269775,Grinder,0.5836241245269775,Printer,0.5818026065826416
/m/09tvcd,Wine glass,Wine,0.7967424988746643,Wine rack,0.788843035697937,Glasses,0.7086915373802185,Glasses,0.7086915373802185,Bottle opener,0.6822801232337952
/m/0cmx8,Spoon,Spoon,1.0000001192092896,Spoon,1.0000001192092896,Spoon,1.0000001192092896,Spatula,0.6586855053901672,Spatula,0.6586855053901672
/m/0dt3t,Fork,Fork,0.9999999403953552,Fork,0.9999999403953552,Fork,0.9999999403953552,Shark,0.6513156890869141,Sock,0.628115713596344
/m/0h8n27j,Serving tray,Drinking straw,0.6880655288696289,Drinking straw,0.6880654692649841,Drinking straw,0.6880654692649841,Coffee table,0.6685855984687805,Frying pan,0.6668503880500793
/m/0h8n6ft,Cake stand,Cake,0.7144428491592407,Serving tray,0.6275085210800171,Coffee cup,0.6180101037025452,Coffee table,0.6135052442550659,Spice rack,0.5916610360145569
/m/04v6l4,Frying pan,Cooking spray,0.7029000520706177,Food processor,0.6849547624588013,Oven,0.6770138740539551,Oven,0.6770138740539551,Serving tray,0.6668503880500793
/m/084rd,Wok,Whisk,0.6854519844055176,Whisk,0.6854519844055176,Whisk,0.6854519844055176,Oven,0.6474196314811707,Oven,0.6474196314811707
/m/0h8kx63,Spice rack,Wine rack,0.7293455004692078,Salt and pepper shakers,0.6200871467590332,Cooking spray,0.5997849106788635,Serving tray,0.5992674827575684,Cake stand,0.5916610360145569
/m/029bxz,Oven,Oven,1.0000001192092896,Microwave oven,0.7264290452003479,Microwave oven,0.7264290452003479,Frying pan,0.6770138740539551,Heater,0.6629840731620789
/m/02pjr4,Blender,Blender,1.0,Grinder,0.7413555383682251,Grinder,0.7413555383682251,Mixer,0.6959434747695923,Mixer,0.6959434747695923
/m/02tsc9,Slow cooker,Pressure cooker,0.6988397240638733,Food processor,0.6872106194496155,Wood-burning stove,0.63957679271698,Mixer,0.6326152682304382,Mixer,0.6326152682304382
/m/03y6mg,Food processor,Slow cooker,0.6872106194496155,Frying pan,0.6849547624588013,Pressure cooker,0.6533082723617554,Hair dryer,0.6506174802780151,Pizza cutter,0.6484054923057556
/m/040b_t,Refrigerator,Refrigerator,1.0,Heater,0.6893760561943054,Dishwasher,0.648942232131958,Dishwasher,0.648942232131958,Oven,0.6438824534416199
/m/04z4wx,Waffle iron,Waffle,0.8160328269004822,Washing machine,0.5583434104919434,Frying pan,0.5478398203849792,Coffee cup,0.5446914434432983,Whisk,0.5312375426292419
/m/063rgb,Mixer,Mixer,1.0000001192092896,Mixing bowl,0.7681723833084106,Grinder,0.7473479509353638,Grinder,0.7473479509353638,Heater,0.7002164721488953
/m/07xyvk,Coffeemaker,Coffeemaker,1.000000238418579,Coffee cup,0.735859751701355,Coffee table,0.6949459910392761,Coffee (drink),0.6324852705001831,Tea,0.628654956817627
/m/0fx9l,Microwave oven,Microwave oven,0.9999998807907104,Oven,0.7264290452003479,Oven,0.7264290452003479,Washing machine,0.6492642164230347,Gas stove,0.6219406723976135
/m/0h8ntjv,Pressure cooker,Slow cooker,0.6988397240638733,Food processor,0.6533082723617554,Mixer,0.6499342918395996,Mixer,0.6499342918395996,Cooking spray,0.6497579216957092
/m/0ky7b,Dishwasher,Dishwasher,0.9999998211860657,Washing machine,0.7974499464035034,Hair dryer,0.7099786400794983,Hand dryer,0.7030864357948303,Sewing machine,0.6559877395629883
/m/03tw93,Fireplace,Wood-burning stove,0.651494026184082,Heater,0.6455919146537781,Fire hydrant,0.6364689469337463,Oven,0.6363438963890076,Oven,0.6363438963890076
/m/0b3fp9,Countertop,Coffee table,0.6693757176399231,Cupboard,0.667305588722229,Bench,0.6349910497665405,Desk,0.6330578327178955,Plate,0.6247195601463318
/m/0bt_c3,Book,Bookcase,0.6823158860206604,Window,0.6145827174186707,Rifle,0.6113787889480591,Rifle,0.6113787889480591,Television,0.6091393828392029
/m/01mzpv,Chair,Bench,0.7444857954978943,Wheelchair,0.7407621145248413,Wheelchair,0.7407621145248413,Stool,0.7312625646591187,Coffee table,0.6763344407081604
/m/01s105,Cabinetry,Bathroom cabinet,0.6898487210273743,Filing cabinet,0.6700767278671265,Bench,0.6006971597671509,Office building,0.5939592719078064,Cart,0.5919338464736938
/m/01y9k5,Desk,Deer,0.645308256149292,Stool,0.6448283195495605,Bench,0.6411677598953247,Countertop,0.6330578327178955,Plate,0.626134991645813
/m/0271qf7,Wine rack,Wine glass,0.788843035697937,Wine,0.7466051578521729,Spice rack,0.7293455004692078,Serving tray,0.6258694529533386,Picnic basket,0.6048204302787781
/m/03m3pdh,Sofa bed,Dog bed,0.7012599110603333,Infant bed,0.6833394765853882,Studio couch,0.6539697051048279,Coffee table,0.631003737449646,Chair,0.6106669306755066
/m/0703r8,Loveseat,Closet,0.5921471118927002,Chair,0.577155590057373,Suitcase,0.5728257894515991,Suit,0.5676283240318298,Seat belt,0.564384400844574
/m/02vkqh8,Wardrobe,Dress,0.7471886277198792,Closet,0.7308173775672913,Suit,0.6795567274093628,Washing machine,0.6626730561256409,Swimwear,0.6614710092544556
/m/02z51p,Nightstand,Stool,0.6097187399864197,Dog bed,0.5742331147193909,Bathtub,0.5742080807685852,Cake stand,0.5728161334991455,Wardrobe,0.5694712996482849
/m/03__z0,Bookcase,Suitcase,0.7961326837539673,Briefcase,0.710411012172699,Book,0.6823158860206604,Pencil case,0.6340668797492981,Backpack,0.6308611035346985
/m/061hd_,Infant bed,Dog bed,0.7225188612937927,Sofa bed,0.6833394765853882,Bathroom cabinet,0.5754079818725586,Oven,0.5641078948974609,Oven,0.5641078948974609
/m/026qbn5,Studio couch,Sofa bed,0.6539697051048279,Training bench,0.6508947610855103,Training bench,0.6508947014808655,Bench,0.6393529772758484,Chair,0.5901452302932739
/m/047j0r,Filing cabinet,Bathroom cabinet,0.7089696526527405,Cabinetry,0.6700767278671265,Office building,0.6087267398834229,Coffee table,0.5783027410507202,Waste container,0.572990357875824
/m/078n6m,Coffee table,Coffee cup,0.8484094738960266,Tea,0.7334243059158325,Kitchen & dining room table,0.7036811709403992,Coffeemaker,0.6949459910392761,Coffeemaker,0.6949459910392761
/m/0h8n5zk,Kitchen & dining room table,Coffee table,0.7036811709403992,Billiard table,0.6753079295158386,Billiard table,0.6753079295158386,Cutting board,0.6407033801078796,Cutting board,0.6407033801078796
/m/05kyg_,Chest of drawers,Shelf,0.6701059341430664,Closet,0.6484173536300659,Wardrobe,0.630158007144928,Cutting board,0.6267198324203491,Cutting board,0.6267198324203491
/m/0642b4,Cupboard,Whiteboard,0.7829262614250183,Surfboard,0.7226859927177429,Surfboard,0.7226859927177429,Snowboard,0.7013511657714844,Snowboard,0.7013511657714844
/m/0cvnqh,Bench,Training bench,0.7971429824829102,Training bench,0.7971429824829102,Wrench,0.760840892791748,Wrench,0.760840892791748,Chair,0.7444857954978943
/m/0fqfqc,Drawer,Stretcher,0.6486131548881531,Stretcher,0.6486131548881531,Eraser,0.6437418460845947,Printer,0.6434437036514282,Printer,0.6434437036514282
/m/0fqt361,Stool,Chair,0.7312625646591187,Spatula,0.6733149886131287,Spatula,0.6733149886131287,Spatula,0.6733149886131287,Bench,0.6625500321388245
/m/0gjbg72,Shelf,Chest of drawers,0.6701059341430664,Scarf,0.6477015018463135,Scarf,0.6477015018463135,Sheep,0.6409018635749817,Ladder,0.6339384913444519
/m/0h8mzrc,Wall clock,Wall clock,1.0,Digital clock,0.7697052359580994,Alarm clock,0.7645484209060669,Door handle,0.6240843534469604,Door handle,0.6240843534469604
/m/04y4h8h,Bathroom cabinet,Bathtub,0.7253381609916687,Filing cabinet,0.7089696526527405,Cabinetry,0.6898487210273743,Waste container,0.6577480435371399,Waste container,0.6577480435371399
/m/0d4w1,Closet,Wardrobe,0.7308173775672913,Suitcase,0.6769591569900513,Coat,0.6618518829345703,Suit,0.6590150594711304,Chest of drawers,0.6484173536300659
/m/0h8n6f9,Dog bed,Dog,0.7866421937942505,Infant bed,0.7225188612937927,Sofa bed,0.7012599110603333,Hot dog,0.6527881622314453,Cat furniture,0.6237963438034058
/m/0h8nm9j,Cat furniture,Cat,0.7550588846206665,Dog bed,0.6237963438034058,Cart,0.5922308564186096,Bat (Animal),0.5895040035247803,Toilet,0.5838105082511902
/m/01jfsr,Lantern,Lamp,0.701173722743988,Ladder,0.6857773661613464,Ladder,0.6857773661613464,Candle,0.6774002909660339,Lighthouse,0.6600664854049683
/m/046dlr,Alarm clock,Wall clock,0.7645484209060669,Wall clock,0.7645484209060669,Digital clock,0.6944054365158081,Light switch,0.6591899991035461,Light switch,0.6591899991035461
/m/06_72j,Digital clock,Wall clock,0.7697052359580994,Wall clock,0.7697052359580994,Alarm clock,0.6944054365158081,Earring,0.5771246552467346,Tablet computer,0.5749084949493408
/m/0h8mzrc,Wall clock,Wall clock,1.0,Digital clock,0.7697052359580994,Alarm clock,0.7645484209060669,Door handle,0.6240843534469604,Door handle,0.6240843534469604
/m/02s195,Vase,Cake,0.6467438340187073,Mule,0.6234254837036133,Bottle,0.6224006414413452,Bottle,0.6224006414413452,Bottle,0.6224006414413452
/m/031b6r,Window blind,Window,0.7628206014633179,Human eye,0.6453598737716675,Human eye,0.6453598737716675,Human eye,0.6453598737716675,Wine glass,0.6359208822250366
/m/03rszm,Curtain,Window,0.6571948528289795,Cutting board,0.6219983696937561,Cutting board,0.6219983696937561,Cutting board,0.6219982504844666,Closet,0.6212936639785767
/m/054_l,Mirror,Goggles,0.6228466033935547,Goggles,0.6228466033935547,Window,0.6187047362327576,Glasses,0.6155872344970703,Glasses,0.6155872344970703
/m/0152hh,Snowman,Snowmobile,0.7003628611564636,Snowboard,0.6020433902740479,Snowboard,0.6020433902740479,Snowplow,0.5980891585350037,Snowplow,0.5980891585350037
/m/04yqq2,Bust,Bomb,0.605047345161438,Bomb,0.605047345161438,Bus,0.58008873462677,Bull,0.5762624144554138,Burrito,0.5538497567176819
/m/01yx86,Bronze sculpture,Woman,0.6238492131233215,Human face,0.6104668378829956,Human face,0.6104668378829956,Human face,0.6104668378829956,Human head,0.6062148213386536
/m/06z37_,Picture frame,Camera,0.7157040238380432,Camera,0.7157040238380432,Window,0.6471733450889587,Human face,0.6464832425117493,Human face,0.6464832425117493
/m/0c06p,Candle,Lamp,0.6944305300712585,Necklace,0.6812878251075745,Light bulb,0.6784648895263672,Lantern,0.6774002909660339,Candy,0.6584384441375732
/m/0dtln,Lamp,Light switch,0.7159855365753174,Light switch,0.7159855365753174,Light bulb,0.715144157409668,Lantern,0.701173722743988,Street light,0.6973615288734436
/m/0162_1,Towel,Paper towel,0.8845781683921814,Toilet paper,0.656453013420105,Toilet paper,0.656453013420105,Toilet,0.6447516679763794,Toothbrush,0.6412153244018555
/m/09gtd,Toilet paper,Toilet paper,1.0,Paper towel,0.8203949332237244,Toilet,0.819168746471405,Paper cutter,0.6948225498199463,Towel,0.656453013420105
/m/0c3mkw,Soap dispenser,Hand dryer,0.6494787931442261,Hair dryer,0.6331015229225159,Washing machine,0.6160240173339844,Toilet paper,0.6121602058410645,Toilet paper,0.6121601462364197
/m/0h8nsvg,Facial tissue holder,Human face,0.6238558292388916,Human face,0.6238558292388916,Human face,0.6238558292388916,Human hand,0.5714696049690247,Human hand,0.5714696049690247
/m/01gllr,Beehive,Bee,0.6771891117095947,Envelope,0.5703933835029602,Seahorse,0.5672348141670227,Beaker,0.5536642670631409,Beaker,0.5536642670631409
/m/01j61q,Tent,Bench,0.6813908815383911,Belt,0.6494299173355103,Window,0.6311586499214172,Treadmill,0.6285881400108337,Treadmill,0.6285881400108337
/m/015qbp,Parking meter,Stop sign,0.6133956909179688,Measuring cup,0.5945456027984619,Measuring cup,0.5945456027984619,Measuring cup,0.5945456027984619,Traffic light,0.585202157497406
/m/015qff,Traffic light,Street light,0.8401846885681152,Light switch,0.731475293636322,Light switch,0.731475293636322,Light bulb,0.7190295457839966,Stop sign,0.6970345973968506
/m/01knjb,Billboard,Scoreboard,0.6495866775512695,Scoreboard,0.6495866775512695,Billiard table,0.6332714557647705,Billiard table,0.6332714557647705,Whiteboard,0.6303671598434448
/m/02pv19,Stop sign,Traffic light,0.6970345973968506,Light switch,0.6537978053092957,Light switch,0.6537978053092957,Alarm clock,0.6405296921730042,Street light,0.6331513524055481
/m/01pns0,Fire hydrant,Fireplace,0.6364689469337463,Heater,0.6071754097938538,Humidifier,0.6005205512046814,Frying pan,0.589719295501709,Helicopter,0.5810041427612305
/m/0220r2,Fountain,Flute,0.6819151639938354,Flute,0.6819151639938354,Bottle,0.6744308471679688,Bottle,0.6744308471679688,Bottle,0.6744308471679688
/m/033rq4,Street light,Traffic light,0.8401846885681152,Light switch,0.7766525149345398,Light switch,0.7766525149345398,Light bulb,0.7429167628288269,Lamp,0.6973615288734436
/m/065h6l,Jacuzzi,Bathtub,0.6503115892410278,Swimming pool,0.6183671951293945,Swimwear,0.5987579226493835,Jacket,0.5739184021949768,Zucchini,0.5680701732635498
/m/02wg_p,Tree house,Christmas tree,0.7641424536705017,Palm tree,0.70409095287323,House,0.6985530257225037,Tent,0.5975780487060547,Tower,0.5965672731399536
/m/04h7h,Lighthouse,Lantern,0.6600664854049683,Light bulb,0.6520534753799438,Light switch,0.6094358563423157,Light switch,0.6094358563423157,Torch,0.6084957718849182
/m/079cl,Skyscraper,Dinosaur,0.6708173155784607,Submarine,0.6264917850494385,Stairs,0.6168159246444702,Shotgun,0.6064561605453491,Shotgun,0.6064561605453491
/m/0d5gx,Castle,House,0.6177749037742615,Horse,0.5977221727371216,Necklace,0.5913704037666321,Fountain,0.574117124080658,Cart,0.5710743069648743
