LabelName,TextName,ParentLabelName,ParentTextName,Depth,PathLabelName,PathTextName
/m/02ddwp,Pencil sharpener,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/02ddwp,提取的倒数两层分类（已去除单成员分支） > Office supplies > Pencil sharpener
/m/02fh7f,Eraser,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/02fh7f,提取的倒数两层分类（已去除单成员分支） > Office supplies > Eraser
/m/02xqq,Fax,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/02xqq,提取的倒数两层分类（已去除单成员分支） > Office supplies > Fax
/m/03m3vtv,Adhesive tape,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/03m3vtv,提取的倒数两层分类（已去除单成员分支） > Office supplies > Adhesive tape
/m/04zwwv,Ring binder,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/04zwwv,提取的倒数两层分类（已去除单成员分支） > Office supplies > Ring binder
/m/05676x,Pencil case,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/05676x,提取的倒数两层分类（已去除单成员分支） > Office supplies > Pencil case
/m/05gqfk,Plastic bag,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/05gqfk,提取的倒数两层分类（已去除单成员分支） > Office supplies > Plastic bag
/m/080n7g,Paper cutter,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/080n7g,提取的倒数两层分类（已去除单成员分支） > Office supplies > Paper cutter
/m/09gtd,Toilet paper,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/09gtd,提取的倒数两层分类（已去除单成员分支） > Office supplies > Toilet paper
/m/0frqm,Envelope,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/0frqm,提取的倒数两层分类（已去除单成员分支） > Office supplies > Envelope
/m/0k1tl,Pen,/m/02rdsp,Office supplies,2,Extracted_Root > /m/02rdsp > /m/0k1tl,提取的倒数两层分类（已去除单成员分支） > Office supplies > Pen
/m/01_5g,Chopsticks,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/01_5g,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Chopsticks
/m/027rl48,Ladle,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/027rl48,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Ladle
/m/02d1br,Spatula,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02d1br,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Spatula
/m/02mqfb,Can opener,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02mqfb,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Can opener
/m/02pdsw,Cutting board,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02pdsw,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Cutting board
/m/02vwcm,Whisk,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02vwcm,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Whisk
/m/03v5tg,Drinking straw,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/03v5tg,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Drinking straw
/m/04ctx,Knife,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/04ctx,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Knife
/m/04f5ws,Bottle opener,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/04f5ws,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Bottle opener
/m/07v9_z,Measuring cup,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/07v9_z,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Measuring cup
/m/08ks85,Pizza cutter,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/08ks85,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Pizza cutter
/m/0cmx8,Spoon,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/0cmx8,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Spoon
/m/0dt3t,Fork,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/0dt3t,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Fork
/m/01_5g,Chopsticks,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/01_5g,提取的倒数两层分类（已去除单成员分支） > Tableware > Chopsticks
/m/01fh4r,Teapot,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/01fh4r,提取的倒数两层分类（已去除单成员分支） > Tableware > Teapot
/m/02jvh9,Mug,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/02jvh9,提取的倒数两层分类（已去除单成员分支） > Tableware > Mug
/m/02p5f1q,Coffee cup,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/02p5f1q,提取的倒数两层分类（已去除单成员分支） > Tableware > Coffee cup
/m/02x8cch,Salt and pepper shakers,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/02x8cch,提取的倒数两层分类（已去除单成员分支） > Tableware > Salt and pepper shakers
/m/03hj559,Mixing bowl,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/03hj559,提取的倒数两层分类（已去除单成员分支） > Tableware > Mixing bowl
/m/03q5c7,Saucer,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/03q5c7,提取的倒数两层分类（已去除单成员分支） > Tableware > Saucer
/m/0440zs,Cocktail shaker,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/0440zs,提取的倒数两层分类（已去除单成员分支） > Tableware > Cocktail shaker
/m/04dr76w,Bottle,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/04dr76w,提取的倒数两层分类（已去除单成员分支） > Tableware > Bottle
/m/04kkgm,Bowl,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/04kkgm,提取的倒数两层分类（已去除单成员分支） > Tableware > Bowl
/m/050gv4,Plate,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/050gv4,提取的倒数两层分类（已去除单成员分支） > Tableware > Plate
/m/054fyh,Pitcher (Container),/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/054fyh,提取的倒数两层分类（已去除单成员分支） > Tableware > Pitcher (Container)
/m/058qzx,Kitchen knife,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/058qzx,提取的倒数两层分类（已去除单成员分支） > Tableware > Kitchen knife
/m/08hvt4,Jug,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/08hvt4,提取的倒数两层分类（已去除单成员分支） > Tableware > Jug
/m/099ssp,Platter,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/099ssp,提取的倒数两层分类（已去除单成员分支） > Tableware > Platter
/m/09tvcd,Wine glass,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/09tvcd,提取的倒数两层分类（已去除单成员分支） > Tableware > Wine glass
/m/0cmx8,Spoon,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/0cmx8,提取的倒数两层分类（已去除单成员分支） > Tableware > Spoon
/m/0dt3t,Fork,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/0dt3t,提取的倒数两层分类（已去除单成员分支） > Tableware > Fork
/m/0h8n27j,Serving tray,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/0h8n27j,提取的倒数两层分类（已去除单成员分支） > Tableware > Serving tray
/m/0h8n6ft,Cake stand,/m/04brg2,Tableware,2,Extracted_Root > /m/04brg2 > /m/0h8n6ft,提取的倒数两层分类（已去除单成员分支） > Tableware > Cake stand
/m/029bxz,Oven,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/029bxz,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Oven
/m/02pjr4,Blender,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/02pjr4,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Blender
/m/02tsc9,Slow cooker,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/02tsc9,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Slow cooker
/m/03y6mg,Food processor,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/03y6mg,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Food processor
/m/040b_t,Refrigerator,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/040b_t,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Refrigerator
/m/04z4wx,Waffle iron,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/04z4wx,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Waffle iron
/m/063rgb,Mixer,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/063rgb,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Mixer
/m/07xyvk,Coffeemaker,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/07xyvk,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Coffeemaker
/m/0fx9l,Microwave oven,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/0fx9l,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Microwave oven
/m/0h8ntjv,Pressure cooker,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/0h8ntjv,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Pressure cooker
/m/0ky7b,Dishwasher,/m/0h99cwc,Kitchen appliance,2,Extracted_Root > /m/0h99cwc > /m/0ky7b,提取的倒数两层分类（已去除单成员分支） > Kitchen appliance > Dishwasher
/m/03m3pdh,Sofa bed,/m/02crq1,Couch,2,Extracted_Root > /m/02crq1 > /m/03m3pdh,提取的倒数两层分类（已去除单成员分支） > Couch > Sofa bed
/m/0703r8,Loveseat,/m/02crq1,Couch,2,Extracted_Root > /m/02crq1 > /m/0703r8,提取的倒数两层分类（已去除单成员分支） > Couch > Loveseat
/m/061hd_,Infant bed,/m/03ssj5,Bed,2,Extracted_Root > /m/03ssj5 > /m/061hd_,提取的倒数两层分类（已去除单成员分支） > Bed > Infant bed
/m/026qbn5,Studio couch,/m/03ssj5,Bed,2,Extracted_Root > /m/03ssj5 > /m/026qbn5,提取的倒数两层分类（已去除单成员分支） > Bed > Studio couch
/m/078n6m,Coffee table,/m/04bcr3,Table,2,Extracted_Root > /m/04bcr3 > /m/078n6m,提取的倒数两层分类（已去除单成员分支） > Table > Coffee table
/m/0h8n5zk,Kitchen & dining room table,/m/04bcr3,Table,2,Extracted_Root > /m/04bcr3 > /m/0h8n5zk,提取的倒数两层分类（已去除单成员分支） > Table > Kitchen & dining room table
/m/046dlr,Alarm clock,/m/01x3z,Clock,2,Extracted_Root > /m/01x3z > /m/046dlr,提取的倒数两层分类（已去除单成员分支） > Clock > Alarm clock
/m/06_72j,Digital clock,/m/01x3z,Clock,2,Extracted_Root > /m/01x3z > /m/06_72j,提取的倒数两层分类（已去除单成员分支） > Clock > Digital clock
/m/0h8mzrc,Wall clock,/m/01x3z,Clock,2,Extracted_Root > /m/01x3z > /m/0h8mzrc,提取的倒数两层分类（已去除单成员分支） > Clock > Wall clock
/m/0152hh,Snowman,/m/06msq,Sculpture,2,Extracted_Root > /m/06msq > /m/0152hh,提取的倒数两层分类（已去除单成员分支） > Sculpture > Snowman
/m/04yqq2,Bust,/m/06msq,Sculpture,2,Extracted_Root > /m/06msq > /m/04yqq2,提取的倒数两层分类（已去除单成员分支） > Sculpture > Bust
/m/01yx86,Bronze sculpture,/m/06msq,Sculpture,2,Extracted_Root > /m/06msq > /m/01yx86,提取的倒数两层分类（已去除单成员分支） > Sculpture > Bronze sculpture
/m/0162_1,Towel,/m/0h8nr_l,Bathroom accessory,2,Extracted_Root > /m/0h8nr_l > /m/0162_1,提取的倒数两层分类（已去除单成员分支） > Bathroom accessory > Towel
/m/09gtd,Toilet paper,/m/0h8nr_l,Bathroom accessory,2,Extracted_Root > /m/0h8nr_l > /m/09gtd,提取的倒数两层分类（已去除单成员分支） > Bathroom accessory > Toilet paper
/m/0c3mkw,Soap dispenser,/m/0h8nr_l,Bathroom accessory,2,Extracted_Root > /m/0h8nr_l > /m/0c3mkw,提取的倒数两层分类（已去除单成员分支） > Bathroom accessory > Soap dispenser
/m/0h8nsvg,Facial tissue holder,/m/0h8nr_l,Bathroom accessory,2,Extracted_Root > /m/0h8nr_l > /m/0h8nsvg,提取的倒数两层分类（已去除单成员分支） > Bathroom accessory > Facial tissue holder
/m/012ysf,Syringe,/m/01xgg_,Medical equipment,2,Extracted_Root > /m/01xgg_ > /m/012ysf,提取的倒数两层分类（已去除单成员分支） > Medical equipment > Syringe
/m/02lbcq,Stretcher,/m/01xgg_,Medical equipment,2,Extracted_Root > /m/01xgg_ > /m/02lbcq,提取的倒数两层分类（已去除单成员分支） > Medical equipment > Stretcher
/m/073g6,Stethoscope,/m/01xgg_,Medical equipment,2,Extracted_Root > /m/01xgg_ > /m/073g6,提取的倒数两层分类（已去除单成员分支） > Medical equipment > Stethoscope
/m/0j496,Band-aid,/m/01xgg_,Medical equipment,2,Extracted_Root > /m/01xgg_ > /m/0j496,提取的倒数两层分类（已去除单成员分支） > Medical equipment > Band-aid
/m/013y1f,Organ (Musical Instrument),/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/013y1f,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Organ (Musical Instrument)
/m/018j2,Banjo,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/018j2,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Banjo
/m/01xqw,Cello,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/01xqw,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Cello
/m/026t6,Drum,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/026t6,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Drum
/m/0319l,French horn,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0319l,提取的倒数两层分类（已去除单成员分支） > Musical instrument > French horn
/m/0342h,Guitar,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0342h,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Guitar
/m/03m5k,Harp,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/03m5k,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Harp
/m/03q5t,Harpsichord,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/03q5t,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Harpsichord
/m/03qjg,Harmonica,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/03qjg,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Harmonica
/m/057cc,Musical keyboard,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/057cc,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Musical keyboard
/m/05kms,Oboe,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/05kms,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Oboe
/m/05r5c,Piano,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/05r5c,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Piano
/m/06ncr,Saxophone,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/06ncr,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Saxophone
/m/07c6l,Trombone,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/07c6l,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Trombone
/m/07gql,Trumpet,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/07gql,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Trumpet
/m/07y_7,Violin,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/07y_7,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Violin
/m/0f8s22,Chime,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0f8s22,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Chime
/m/0l14j_,Flute,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0l14j_,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Flute
/m/0mkg,Accordion,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0mkg,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Accordion
/m/0xzly,Maraca,/m/04szw,Musical instrument,2,Extracted_Root > /m/04szw > /m/0xzly,提取的倒数两层分类（已去除单成员分支） > Musical instrument > Maraca
/m/01226z,Football,/m/018xm,Ball (Object),2,Extracted_Root > /m/018xm > /m/01226z,提取的倒数两层分类（已去除单成员分支） > Ball (Object) > Football
/m/02ctlc,Cricket ball,/m/018xm,Ball (Object),2,Extracted_Root > /m/018xm > /m/02ctlc,提取的倒数两层分类（已去除单成员分支） > Ball (Object) > Cricket ball
/m/02rgn06,Volleyball (Ball),/m/018xm,Ball (Object),2,Extracted_Root > /m/018xm > /m/02rgn06,提取的倒数两层分类（已去除单成员分支） > Ball (Object) > Volleyball (Ball)
/m/05ctyq,Tennis ball,/m/018xm,Ball (Object),2,Extracted_Root > /m/018xm > /m/05ctyq,提取的倒数两层分类（已去除单成员分支） > Ball (Object) > Tennis ball
/m/0wdt60w,Rugby ball,/m/018xm,Ball (Object),2,Extracted_Root > /m/018xm > /m/0wdt60w,提取的倒数两层分类（已去除单成员分支） > Ball (Object) > Rugby ball
/m/0h8my_4,Tennis racket,/m/0dv9c,Racket,2,Extracted_Root > /m/0dv9c > /m/0h8my_4,提取的倒数两层分类（已去除单成员分支） > Racket > Tennis racket
/m/05_5p_0,Table tennis racket,/m/0dv9c,Racket,2,Extracted_Root > /m/0dv9c > /m/05_5p_0,提取的倒数两层分类（已去除单成员分支） > Racket > Table tennis racket
/m/03p3bw,Bicycle helmet,/m/0zvk5,Helmet,2,Extracted_Root > /m/0zvk5 > /m/03p3bw,提取的倒数两层分类（已去除单成员分支） > Helmet > Bicycle helmet
/m/07qxg_,Football helmet,/m/0zvk5,Helmet,2,Extracted_Root > /m/0zvk5 > /m/07qxg_,提取的倒数两层分类（已去除单成员分支） > Helmet > Football helmet
/m/02jnhm,Tin can,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/02jnhm,提取的倒数两层分类（已去除单成员分支） > Container > Tin can
/m/02zn6n,Barrel,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/02zn6n,提取的倒数两层分类（已去除单成员分支） > Container > Barrel
/m/04dr76w,Bottle,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/04dr76w,提取的倒数两层分类（已去除单成员分支） > Container > Bottle
/m/07kng9,Picnic basket,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/07kng9,提取的倒数两层分类（已去除单成员分支） > Container > Picnic basket
/m/08hvt4,Jug,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/08hvt4,提取的倒数两层分类（已去除单成员分支） > Container > Jug
/m/0bjyj5,Waste container,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/0bjyj5,提取的倒数两层分类（已去除单成员分支） > Container > Waste container
/m/0d20w4,Beaker,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/0d20w4,提取的倒数两层分类（已去除单成员分支） > Container > Beaker
/m/0fm3zh,Flowerpot,/m/011q46kg,Container,2,Extracted_Root > /m/011q46kg > /m/0fm3zh,提取的倒数两层分类（已去除单成员分支） > Container > Flowerpot
/m/01_5g,Chopsticks,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/01_5g,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Chopsticks
/m/027rl48,Ladle,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/027rl48,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Ladle
/m/02d1br,Spatula,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02d1br,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Spatula
/m/02mqfb,Can opener,/m/03hlz0c,Kitchen utensil,2,Extracted_Root > /m/03hlz0c > /m/02mqfb,提取的倒数两层分类（已去除单成员分支） > Kitchen utensil > Can opener
