CategoryLabelName,CategoryTextName,LabelName,TextName,Top1Name,Top1Value,Top2Name,Top2Value,Top3Name,Top3Value,Top4Name,Top4Value,Top5Name,Top5Value
/m/019dx1,Home appliance,/m/0ky7b,Dishwasher,Washing machine,0.6364750266075134,Hair dryer,0.7616055011749268,Hand dryer,0.7706016302108765,Sewing machine,0.8294724225997925,Refrigerator,0.8379231095314026
/m/019dx1,Home appliance,/m/0llzx,Sewing machine,Washing machine,0.582440197467804,Hand dryer,0.7750872373580933,Hair dryer,0.7859840989112854,Dishwasher,0.8294724225997925,Oven,0.8560940027236938
/m/019dx1,Home appliance,/m/0c3m8g,Hand dryer,Hair dryer,0.5625255703926086,Washing machine,0.6978313326835632,Dishwasher,0.7706016302108765,Sewing machine,0.7750872373580933,Mixer,0.8658455610275269
/m/019dx1,Home appliance,/m/03ldnb,Ceiling fan,Mechanical fan,0.6763724088668823,Sewing machine,0.8864170908927917,Heater,0.8932279348373413,Hair dryer,0.9183329343795776,Washing machine,0.9213053584098816
/m/02pkr5,Plumbing fixture,/m/0130jx,Sink,Shower,0.9156636595726013,Bathtub,0.9336429834365845,Tap,0.9681421518325806,Bidet,0.9695566296577454,Toilet,0.9819963574409485
/m/02pkr5,Plumbing fixture,/m/01vbnl,Bidet,Bathtub,0.785712718963623,Toilet,0.7881627678871155,Shower,0.9391062259674072,Sink,0.9695566296577454,Tap,1.0263912677764893
/m/02pkr5,Plumbing fixture,/m/02f9f_,Shower,Bathtub,0.8496596217155457,Toilet,0.8821054100990295,Sink,0.9156636595726013,Bidet,0.9391062259674072,Tap,0.9758411049842834
/m/02pkr5,Plumbing fixture,/m/02jz0l,Tap,Toilet,0.941861629486084,Bathtub,0.958252489566803,Sink,0.9681421518325806,Shower,0.9758411049842834,Bidet,1.0263912677764893
/m/02pkr5,Plumbing fixture,/m/03dnzn,Bathtub,Toilet,0.7715418934822083,Bidet,0.785712718963623,Shower,0.8496596217155457,Sink,0.9336429834365845,Tap,0.958252489566803
/m/02pkr5,Plumbing fixture,/m/09g1w,Toilet,Bathtub,0.7715418934822083,Bidet,0.7881627678871155,Shower,0.8821054100990295,Tap,0.941861629486084,Sink,0.9819963574409485
/m/02rdsp,Office supplies,/m/01lsmm,Scissors,Eraser,0.813350260257721,Paper cutter,0.912931501865387,Pencil sharpener,0.9733909964561462,Box,0.9734789133071899,Envelope,0.9775710105895996
/m/02rdsp,Office supplies,/m/01n5jq,Poster,Adhesive tape,0.9178327322006226,Box,0.9231920838356018,Plastic bag,0.9293749928474426,Toilet paper,0.9373759031295776,Eraser,0.9467501640319824
/m/02rdsp,Office supplies,/m/024d2,Calculator,Paper cutter,0.9017283916473389,Fax,0.9342013597488403,Box,0.9497319459915161,Eraser,0.975418746471405,Pencil sharpener,0.9764785766601562
/m/02rdsp,Office supplies,/m/025dyy,Box,Envelope,0.9091241359710693,Poster,0.9231920838356018,Fax,0.9349586367607117,Calculator,0.9497319459915161,Scissors,0.9734789133071899
/m/02rdsp,Office supplies,/m/025fsf,Stapler,Poster,0.9762872457504272,Eraser,0.9884359836578369,Pen,1.0058866739273071,Scissors,1.0292609930038452,Pencil sharpener,1.0317816734313965
/m/02rdsp,Office supplies,/m/02d9qx,Whiteboard,Toilet paper,0.9692159295082092,Poster,0.9710606932640076,Box,0.97745281457901,Paper cutter,0.9929279685020447,Envelope,0.9934653639793396
/m/02rdsp,Office supplies,/m/02ddwp,Pencil sharpener,Pencil case,0.7871323823928833,Paper cutter,0.8657028675079346,Pen,0.8896511197090149,Eraser,0.8975663781166077,Scissors,0.9733909964561462
/m/02rdsp,Office supplies,/m/02fh7f,Eraser,Scissors,0.813350260257721,Paper cutter,0.889392077922821,Pencil sharpener,0.8975663781166077,Pen,0.9427772164344788,Poster,0.9467501640319824
/m/02rdsp,Office supplies,/m/02xqq,Fax,Calculator,0.9342013597488403,Box,0.9349586367607117,Poster,0.9625928401947021,Adhesive tape,0.9687992930412292,Envelope,0.9807473421096802
/m/02rdsp,Office supplies,/m/03m3vtv,Adhesive tape,Toilet paper,0.8633895516395569,Poster,0.9178327322006226,Ring binder,0.9288338422775269,Paper cutter,0.9368230700492859,Plastic bag,0.9398991465568542
/m/02rdsp,Office supplies,/m/04zwwv,Ring binder,Adhesive tape,0.9288338422775269,Plastic bag,1.0012116432189941,Paper cutter,1.0034003257751465,Calculator,1.0039299726486206,Scissors,1.0109714269638062
/m/02rdsp,Office supplies,/m/05676x,Pencil case,Pencil sharpener,0.7871323823928833,Pen,0.8263174295425415,Plastic bag,0.9121953248977661,Paper cutter,0.9495363235473633,Adhesive tape,0.9583079814910889
/m/02rdsp,Office supplies,/m/05gqfk,Plastic bag,Toilet paper,0.8600891828536987,Pencil case,0.9121953248977661,Poster,0.9293749928474426,Adhesive tape,0.9398991465568542,Paper cutter,0.9592254757881165
/m/02rdsp,Office supplies,/m/080n7g,Paper cutter,Toilet paper,0.7812521457672119,Pencil sharpener,0.8657028675079346,Eraser,0.889392077922821,Calculator,0.9017283916473389,Scissors,0.912931501865387
/m/02rdsp,Office supplies,/m/09gtd,Toilet paper,Paper cutter,0.7812521457672119,Plastic bag,0.8600891828536987,Adhesive tape,0.8633895516395569,Poster,0.9373759031295776,Whiteboard,0.9692159295082092
/m/02rdsp,Office supplies,/m/0frqm,Envelope,Box,0.9091241359710693,Adhesive tape,0.954582691192627,Scissors,0.9775710105895996,Fax,0.9807473421096802,Poster,0.980838418006897
/m/02rdsp,Office supplies,/m/0k1tl,Pen,Pencil case,0.8263174295425415,Pencil sharpener,0.8896511197090149,Eraser,0.9427772164344788,Poster,0.954492449760437,Envelope,0.984674334526062
/m/03hlz0c,Kitchen utensil,/m/01_5g,Chopsticks,Whisk,0.9061822295188904,Cutting board,0.9157123565673828,Knife,0.9349184036254883,Spoon,0.9368446469306946,Spatula,0.9651181697845459
/m/03hlz0c,Kitchen utensil,/m/027rl48,Ladle,Fork,1.0484986305236816,Knife,1.052079677581787,Spatula,1.0618783235549927,Whisk,1.081932544708252,Bottle opener,1.0855594873428345
/m/03hlz0c,Kitchen utensil,/m/02d1br,Spatula,Spoon,0.8262137770652771,Knife,0.8760559558868408,Cutting board,0.9024819731712341,Pizza cutter,0.9327589273452759,Chopsticks,0.9651181697845459
/m/03hlz0c,Kitchen utensil,/m/02mqfb,Can opener,Bottle opener,0.8294814825057983,Pizza cutter,1.0741057395935059,Measuring cup,1.0830920934677124,Cutting board,1.0866807699203491,Drinking straw,1.1014055013656616
/m/03hlz0c,Kitchen utensil,/m/02pdsw,Cutting board,Pizza cutter,0.757813036441803,Measuring cup,0.8685671091079712,Knife,0.8918971419334412,Spatula,0.9024819731712341,Chopsticks,0.9157123565673828
/m/03hlz0c,Kitchen utensil,/m/02vwcm,Whisk,Chopsticks,0.9061822295188904,Fork,0.9778185486793518,Spoon,0.9810009002685547,Knife,0.9816609621047974,Drinking straw,0.9948472380638123
/m/03hlz0c,Kitchen utensil,/m/03v5tg,Drinking straw,Measuring cup,0.845524787902832,Bottle opener,0.9068461060523987,Cutting board,0.9262332916259766,Spoon,0.9310877919197083,Spatula,0.9768510460853577
/m/03hlz0c,Kitchen utensil,/m/04ctx,Knife,Spoon,0.8584455847740173,Spatula,0.8760559558868408,Cutting board,0.8918971419334412,Fork,0.8998323678970337,Chopsticks,0.9349184036254883
/m/03hlz0c,Kitchen utensil,/m/04f5ws,Bottle opener,Can opener,0.8294814825057983,Measuring cup,0.9019941687583923,Drinking straw,0.9068461060523987,Cutting board,0.984910786151886,Spatula,0.9888292551040649
/m/03hlz0c,Kitchen utensil,/m/07v9_z,Measuring cup,Drinking straw,0.845524787902832,Cutting board,0.8685671091079712,Pizza cutter,0.9018034338951111,Bottle opener,0.9019941687583923,Spatula,0.9953616857528687
/m/03hlz0c,Kitchen utensil,/m/08ks85,Pizza cutter,Cutting board,0.757813036441803,Measuring cup,0.9018034338951111,Spatula,0.9327589273452759,Knife,0.9696433544158936,Chopsticks,1.006117820739746
/m/03hlz0c,Kitchen utensil,/m/0cmx8,Spoon,Spatula,0.8262137770652771,Knife,0.8584455847740173,Drinking straw,0.9310877919197083,Chopsticks,0.9368446469306946,Cutting board,0.9400783181190491
/m/03hlz0c,Kitchen utensil,/m/0dt3t,Fork,Knife,0.8998323678970337,Cutting board,0.9621551036834717,Spoon,0.9626131653785706,Chopsticks,0.9659495949745178,Spatula,0.9739717245101929
/m/04brg2,Tableware,/m/01_5g,Chopsticks,Spoon,0.9368446469306946,Fork,0.9659495949745178,Mixing bowl,0.9678930044174194,Bottle,0.968617856502533,Kitchen knife,0.9717320799827576
/m/04brg2,Tableware,/m/01fh4r,Teapot,Coffee cup,0.8831840753555298,Plate,0.9434057474136353,Spoon,0.9472475647926331,Bottle,0.9537339806556702,Mixing bowl,0.9788791537284851
/m/04brg2,Tableware,/m/02jvh9,Mug,Jug,0.8939193487167358,Coffee cup,0.9523313641548157,Mixing bowl,0.9590864777565002,Wine glass,0.9870445132255554,Spoon,0.9886413216590881
/m/04brg2,Tableware,/m/02p5f1q,Coffee cup,Kitchen knife,0.8674763441085815,Cocktail shaker,0.8699755668640137,Cake stand,0.8740595579147339,Teapot,0.8831840753555298,Mixing bowl,0.8950803875923157
/m/04brg2,Tableware,/m/02x8cch,Salt and pepper shakers,Cocktail shaker,0.8545311093330383,Mixing bowl,0.892778754234314,Kitchen knife,0.9341321587562561,Serving tray,0.9419476985931396,Spoon,0.9681290984153748
/m/04brg2,Tableware,/m/03hj559,Mixing bowl,Bowl,0.7537398338317871,Serving tray,0.843610942363739,Cocktail shaker,0.8773107528686523,Salt and pepper shakers,0.892778754234314,Coffee cup,0.8950803875923157
/m/04brg2,Tableware,/m/03q5c7,Saucer,Spoon,0.9287018179893494,Cocktail shaker,0.9645995497703552,Salt and pepper shakers,0.9700743556022644,Platter,0.994312047958374,Chopsticks,0.9976242780685425
/m/04brg2,Tableware,/m/0440zs,Cocktail shaker,Salt and pepper shakers,0.8545311093330383,Coffee cup,0.8699755668640137,Wine glass,0.8750206232070923,Mixing bowl,0.8773107528686523,Kitchen knife,0.9182986617088318
/m/04brg2,Tableware,/m/04dr76w,Bottle,Wine glass,0.8391910195350647,Plate,0.8722488284111023,Spoon,0.9120376110076904,Cocktail shaker,0.9436554312705994,Mixing bowl,0.9495841264724731
/m/04brg2,Tableware,/m/04kkgm,Bowl,Mixing bowl,0.7537398338317871,Bottle,0.9601424932479858,Mug,0.9915196895599365,Cocktail shaker,1.0223140716552734,Wine glass,1.024693250656128
/m/04brg2,Tableware,/m/050gv4,Plate,Platter,0.6931433081626892,Bottle,0.8722488284111023,Serving tray,0.8764495849609375,Spoon,0.8799742460250854,Teapot,0.9434057474136353
/m/04brg2,Tableware,/m/054fyh,Pitcher (Container),Mixing bowl,0.9592851996421814,Cocktail shaker,0.9908881187438965,Serving tray,1.017532467842102,Saucer,1.0291056632995605,Platter,1.029982566833496
/m/04brg2,Tableware,/m/058qzx,Kitchen knife,Coffee cup,0.8674763441085815,Mixing bowl,0.9081542491912842,Serving tray,0.9126865863800049,Cocktail shaker,0.9182986617088318,Salt and pepper shakers,0.9341321587562561
/m/04brg2,Tableware,/m/08hvt4,Jug,Mug,0.8939193487167358,Saucer,1.014515995979309,Fork,1.0405693054199219,Plate,1.0507103204727173,Spoon,1.0571767091751099
/m/04brg2,Tableware,/m/099ssp,Platter,Plate,0.6931433081626892,Spoon,0.968691349029541,Saucer,0.994312047958374,Bottle,0.997808039188385,Pitcher (Container),1.029982566833496
/m/04brg2,Tableware,/m/09tvcd,Wine glass,Bottle,0.8391910195350647,Cocktail shaker,0.8750206232070923,Serving tray,0.8891032338142395,Coffee cup,0.9036352038383484,Mixing bowl,0.9222733974456787
/m/04brg2,Tableware,/m/0cmx8,Spoon,Plate,0.8799742460250854,Bottle,0.9120376110076904,Saucer,0.9287018179893494,Chopsticks,0.9368446469306946,Teapot,0.9472475647926331
/m/04brg2,Tableware,/m/0dt3t,Fork,Spoon,0.9626131653785706,Chopsticks,0.9659495949745178,Plate,1.0038528442382812,Bottle,1.0106523036956787,Mixing bowl,1.0177741050720215
/m/04brg2,Tableware,/m/0h8n27j,Serving tray,Mixing bowl,0.843610942363739,Cake stand,0.8631239533424377,Plate,0.8764495849609375,Wine glass,0.8891032338142395,Coffee cup,0.9018976092338562
/m/04brg2,Tableware,/m/0h8n6ft,Cake stand,Serving tray,0.8631239533424377,Coffee cup,0.8740595579147339,Kitchen knife,0.9370733499526978,Mixing bowl,0.9569256901741028,Cocktail shaker,0.959770917892456
/m/0h99cwc,Kitchen appliance,/m/029bxz,Oven,Microwave oven,0.7396904230117798,Refrigerator,0.8439401984214783,Slow cooker,0.8774410486221313,Food processor,0.8840726613998413,Dishwasher,0.8870843648910522
/m/0h99cwc,Kitchen appliance,/m/02pjr4,Blender,Mixer,0.779816210269928,Food processor,0.8837907314300537,Slow cooker,0.8979434967041016,Coffeemaker,0.9018895626068115,Oven,0.9144642949104309
/m/0h99cwc,Kitchen appliance,/m/02tsc9,Slow cooker,Pressure cooker,0.7760931849479675,Food processor,0.7909353375434875,Mixer,0.857187032699585,Oven,0.8774410486221313,Microwave oven,0.8836222887039185
/m/0h99cwc,Kitchen appliance,/m/03y6mg,Food processor,Slow cooker,0.7909353375434875,Pressure cooker,0.8326963782310486,Mixer,0.8418262600898743,Refrigerator,0.8546566367149353,Dishwasher,0.8750856518745422
/m/0h99cwc,Kitchen appliance,/m/040b_t,Refrigerator,Dishwasher,0.8379231095314026,Oven,0.8439401984214783,Food processor,0.8546566367149353,Mixer,0.8752591013908386,Coffeemaker,0.9012713432312012
/m/0h99cwc,Kitchen appliance,/m/04z4wx,Waffle iron,Microwave oven,0.9734365344047546,Food processor,0.9776996374130249,Slow cooker,1.0040985345840454,Oven,1.005296230316162,Pressure cooker,1.0169860124588013
/m/0h99cwc,Kitchen appliance,/m/063rgb,Mixer,Blender,0.779816210269928,Pressure cooker,0.8367384672164917,Food processor,0.8418262600898743,Dishwasher,0.8505153656005859,Slow cooker,0.857187032699585
/m/0h99cwc,Kitchen appliance,/m/07xyvk,Coffeemaker,Mixer,0.8997727036476135,Refrigerator,0.9012713432312012,Blender,0.9018895626068115,Food processor,0.9175942540168762,Oven,0.9575475454330444
/m/0h99cwc,Kitchen appliance,/m/0fx9l,Microwave oven,Oven,0.7396904230117798,Slow cooker,0.8836222887039185,Food processor,0.8923773765563965,Dishwasher,0.9172883033752441,Refrigerator,0.9247127771377563
/m/0h99cwc,Kitchen appliance,/m/0h8ntjv,Pressure cooker,Slow cooker,0.7760931849479675,Food processor,0.8326963782310486,Mixer,0.8367384672164917,Oven,0.9091888666152954,Microwave oven,0.9433038234710693
/m/0h99cwc,Kitchen appliance,/m/0ky7b,Dishwasher,Refrigerator,0.8379231095314026,Mixer,0.8505153656005859,Food processor,0.8750856518745422,Oven,0.8870843648910522,Microwave oven,0.9172883033752441
/m/02crq1,Couch,/m/03m3pdh,Sofa bed,Loveseat,0.9792191982269287,,,,,,,,
/m/02crq1,Couch,/m/0703r8,Loveseat,Sofa bed,0.9792191982269287,,,,,,,,
/m/03ssj5,Bed,/m/061hd_,Infant bed,Studio couch,0.9752230644226074,,,,,,,,
/m/03ssj5,Bed,/m/026qbn5,Studio couch,Infant bed,0.9752230644226074,,,,,,,,
/m/04bcr3,Table,/m/078n6m,Coffee table,Kitchen & dining room table,0.7698298692703247,,,,,,,,
/m/04bcr3,Table,/m/0h8n5zk,Kitchen & dining room table,Coffee table,0.7698298692703247,,,,,,,,
/m/01x3z,Clock,/m/046dlr,Alarm clock,Wall clock,0.6862238645553589,Digital clock,0.7817859649658203,,,,,,
/m/01x3z,Clock,/m/06_72j,Digital clock,Wall clock,0.6786676049232483,Alarm clock,0.7817859649658203,,,,,,
/m/01x3z,Clock,/m/0h8mzrc,Wall clock,Digital clock,0.6786676049232483,Alarm clock,0.6862238645553589,,,,,,
/m/06msq,Sculpture,/m/0152hh,Snowman,Bust,1.09530770778656,Bronze sculpture,1.1230368614196777,,,,,,
/m/06msq,Sculpture,/m/04yqq2,Bust,Bronze sculpture,1.0566837787628174,Snowman,1.09530770778656,,,,,,
/m/06msq,Sculpture,/m/01yx86,Bronze sculpture,Bust,1.0566837787628174,Snowman,1.1230368614196777,,,,,,
/m/0h8nr_l,Bathroom accessory,/m/0162_1,Towel,Toilet paper,0.8289113640785217,Soap dispenser,0.9757084846496582,Facial tissue holder,1.024047613143921,,,,
/m/0h8nr_l,Bathroom accessory,/m/09gtd,Toilet paper,Towel,0.8289113640785217,Soap dispenser,0.8807267546653748,Facial tissue holder,1.0099378824234009,,,,
/m/0h8nr_l,Bathroom accessory,/m/0c3mkw,Soap dispenser,Toilet paper,0.8807267546653748,Towel,0.9757084846496582,Facial tissue holder,1.0023400783538818,,,,
/m/0h8nr_l,Bathroom accessory,/m/0h8nsvg,Facial tissue holder,Soap dispenser,1.0023400783538818,Toilet paper,1.0099378824234009,Towel,1.024047613143921,,,,
/m/01xgg_,Medical equipment,/m/012ysf,Syringe,Stethoscope,0.9522753357887268,Band-aid,0.9817901849746704,Stretcher,1.0356974601745605,,,,
/m/01xgg_,Medical equipment,/m/02lbcq,Stretcher,Stethoscope,0.93317711353302,Syringe,1.0356974601745605,Band-aid,1.0365910530090332,,,,
/m/01xgg_,Medical equipment,/m/073g6,Stethoscope,Stretcher,0.93317711353302,Syringe,0.9522753357887268,Band-aid,0.9733279347419739,,,,
/m/01xgg_,Medical equipment,/m/0j496,Band-aid,Stethoscope,0.9733279347419739,Syringe,0.9817901849746704,Stretcher,1.0365910530090332,,,,
/m/04szw,Musical instrument,/m/013y1f,Organ (Musical Instrument),Violin,0.8618459105491638,Piano,0.8943988680839539,Saxophone,0.9094401001930237,Cello,0.9130977988243103,Musical keyboard,0.9188953042030334
/m/04szw,Musical instrument,/m/018j2,Banjo,Cello,0.8582736849784851,Piano,0.8636540174484253,Saxophone,0.8895441889762878,Violin,0.9148754477500916,Guitar,0.9311267733573914
/m/04szw,Musical instrument,/m/01xqw,Cello,Violin,0.6867161393165588,Piano,0.700532853603363,Saxophone,0.7308184504508972,Guitar,0.7694611549377441,Banjo,0.8582736849784851
/m/04szw,Musical instrument,/m/026t6,Drum,Piano,0.8422104716300964,Guitar,0.8586881756782532,Flute,0.8673621416091919,Trumpet,0.8695732951164246,Violin,0.8939006328582764
/m/04szw,Musical instrument,/m/0319l,French horn,Harp,0.9521692991256714,Violin,0.9707682132720947,Harpsichord,0.9752469062805176,Saxophone,0.9759459495544434,Musical keyboard,0.9805507659912109
/m/04szw,Musical instrument,/m/0342h,Guitar,Piano,0.7270097136497498,Violin,0.7306665182113647,Cello,0.7694611549377441,Saxophone,0.7983837723731995,Musical keyboard,0.8020427227020264
/m/04szw,Musical instrument,/m/03m5k,Harp,Harpsichord,0.7838280200958252,Trumpet,0.9134693741798401,Guitar,0.9422945380210876,Saxophone,0.9452821612358093,Cello,0.9474493861198425
/m/04szw,Musical instrument,/m/03q5t,Harpsichord,Harp,0.7838280200958252,Saxophone,0.8934552669525146,Accordion,0.8939164876937866,Violin,0.9101662635803223,Guitar,0.9141356348991394
/m/04szw,Musical instrument,/m/03qjg,Harmonica,Piano,0.9405120015144348,Violin,0.9427833557128906,Accordion,0.9491645693778992,Harp,0.9512686133384705,Trombone,0.96023029088974
/m/04szw,Musical instrument,/m/057cc,Musical keyboard,Piano,0.7567182183265686,Guitar,0.8020427227020264,Violin,0.8171645402908325,Cello,0.870827853679657,Drum,0.8965119123458862
/m/04szw,Musical instrument,/m/05kms,Oboe,Cello,0.976746678352356,Trombone,0.9904763698577881,Banjo,0.9917044639587402,Piano,1.0001890659332275,Saxophone,1.0018268823623657
/m/04szw,Musical instrument,/m/05r5c,Piano,Violin,0.696674644947052,Cello,0.700532853603363,Guitar,0.7270097136497498,Saxophone,0.7454939484596252,Musical keyboard,0.7567182183265686
/m/04szw,Musical instrument,/m/06ncr,Saxophone,Cello,0.7308184504508972,Violin,0.74170982837677,Piano,0.7454939484596252,Guitar,0.7983837723731995,Trumpet,0.8790671825408936
/m/04szw,Musical instrument,/m/07c6l,Trombone,Saxophone,0.8842802047729492,Cello,0.8855209946632385,Piano,0.8887083530426025,Violin,0.8902189135551453,Flute,0.8935800194740295
/m/04szw,Musical instrument,/m/07gql,Trumpet,Violin,0.8303242325782776,Guitar,0.8565984964370728,Piano,0.8586111664772034,Flute,0.8637391328811646,Drum,0.8695732951164246
/m/04szw,Musical instrument,/m/07y_7,Violin,Cello,0.6867161393165588,Piano,0.696674644947052,Guitar,0.7306665182113647,Saxophone,0.74170982837677,Flute,0.8022761344909668
/m/04szw,Musical instrument,/m/0f8s22,Chime,Flute,0.9813635349273682,Trumpet,1.010842204093933,Oboe,1.015052080154419,Trombone,1.0214487314224243,Cello,1.0227197408676147
/m/04szw,Musical instrument,/m/0l14j_,Flute,Violin,0.8022761344909668,Trumpet,0.8637391328811646,Drum,0.8673621416091919,Cello,0.8747060298919678,Piano,0.8861689567565918
/m/04szw,Musical instrument,/m/0mkg,Accordion,Harpsichord,0.8939164876937866,Violin,0.929398238658905,Piano,0.9398149251937866,Guitar,0.9463009834289551,Cello,0.9468600749969482
/m/04szw,Musical instrument,/m/0xzly,Maraca,Harmonica,1.0047569274902344,Cello,1.089349627494812,Harpsichord,1.096360445022583,Trumpet,1.0966267585754395,Saxophone,1.1022428274154663
/m/018xm,Ball (Object),/m/01226z,Football,Rugby ball,0.820654034614563,Cricket ball,0.8648477792739868,Tennis ball,0.9280309081077576,Volleyball (Ball),0.9582863450050354,,
/m/018xm,Ball (Object),/m/02ctlc,Cricket ball,Rugby ball,0.6507099866867065,Tennis ball,0.6991444826126099,Football,0.8648477792739868,Volleyball (Ball),1.0200176239013672,,
/m/018xm,Ball (Object),/m/02rgn06,Volleyball (Ball),Tennis ball,0.9147491455078125,Football,0.9582863450050354,Rugby ball,0.9641228318214417,Cricket ball,1.0200176239013672,,
/m/018xm,Ball (Object),/m/05ctyq,Tennis ball,Cricket ball,0.6991444826126099,Rugby ball,0.7404959201812744,Volleyball (Ball),0.9147491455078125,Football,0.9280309081077576,,
/m/018xm,Ball (Object),/m/0wdt60w,Rugby ball,Cricket ball,0.6507099866867065,Tennis ball,0.7404959201812744,Football,0.820654034614563,Volleyball (Ball),0.9641228318214417,,
/m/0dv9c,Racket,/m/0h8my_4,Tennis racket,Table tennis racket,0.39624887704849243,,,,,,,,
/m/0dv9c,Racket,/m/05_5p_0,Table tennis racket,Tennis racket,0.39624887704849243,,,,,,,,
/m/0zvk5,Helmet,/m/03p3bw,Bicycle helmet,Football helmet,0.7046563625335693,,,,,,,,
/m/0zvk5,Helmet,/m/07qxg_,Football helmet,Bicycle helmet,0.7046563625335693,,,,,,,,
/m/011q46kg,Container,/m/02jnhm,Tin can,Picnic basket,0.9034646153450012,Waste container,0.9120255708694458,Bottle,0.9772360920906067,Beaker,1.0411944389343262,Barrel,1.0462658405303955
/m/011q46kg,Container,/m/02zn6n,Barrel,Bottle,0.7752396464347839,Waste container,0.9512662291526794,Picnic basket,0.966121256351471,Beaker,0.9760122299194336,Jug,1.0345667600631714
/m/011q46kg,Container,/m/04dr76w,Bottle,Barrel,0.7752396464347839,Beaker,0.9360560774803162,Picnic basket,0.9499055743217468,Waste container,0.9565622210502625,Tin can,0.9772360920906067
