CategoryLabelName,CategoryTextName,LabelName,TextName,Top1Name,Top1Value
/m/02rdsp,Office supplies,/m/03m3vtv,Adhesive tape,Toilet paper,0.8633895516395569
/m/02rdsp,Office supplies,/m/04zwwv,Ring binder,Adhesive tape,0.9288338422775269
/m/02rdsp,Office supplies,/m/05676x,Pencil case,Pencil sharpener,0.7871323823928833
/m/02rdsp,Office supplies,/m/05gqfk,Plastic bag,Toilet paper,0.8600891828536987
/m/02rdsp,Office supplies,/m/080n7g,Paper cutter,Toilet paper,0.7812521457672119
/m/02rdsp,Office supplies,/m/09gtd,Toilet paper,Paper cutter,0.7812521457672119
/m/02rdsp,Office supplies,/m/0frqm,Envelope,Box,0.9091241359710693
/m/02rdsp,Office supplies,/m/0k1tl,Pen,Pencil case,0.8263174295425415
/m/03hlz0c,Kitchen utensil,/m/01_5g,Chopsticks,Whisk,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/027rl48,Ladle,Fork,1.0484986305236816
/m/03hlz0c,Kitchen utensil,/m/02d1br,Spatula,Spoon,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/02mqfb,Can opener,Bottle opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/02pdsw,Cutting board,Pizza cutter,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/02vwcm,Whisk,Chopsticks,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/03v5tg,Drinking straw,Measuring cup,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/04ctx,Knife,Spoon,0.8584455847740173
/m/03hlz0c,Kitchen utensil,/m/04f5ws,Bottle opener,Can opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/07v9_z,Measuring cup,Drinking straw,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/08ks85,Pizza cutter,Cutting board,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/0cmx8,Spoon,Spatula,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/0dt3t,Fork,Knife,0.8998323678970337
/m/04brg2,Tableware,/m/01_5g,Chopsticks,Spoon,0.9368446469306946
/m/04brg2,Tableware,/m/01fh4r,Teapot,Coffee cup,0.8831840753555298
/m/04brg2,Tableware,/m/02jvh9,Mug,Jug,0.8939193487167358
/m/04brg2,Tableware,/m/02p5f1q,Coffee cup,Kitchen knife,0.8674763441085815
/m/04brg2,Tableware,/m/02x8cch,Salt and pepper shakers,Cocktail shaker,0.8545311093330383
/m/04brg2,Tableware,/m/03hj559,Mixing bowl,Bowl,0.7537398338317871
/m/04brg2,Tableware,/m/03q5c7,Saucer,Spoon,0.9287018179893494
/m/04brg2,Tableware,/m/0440zs,Cocktail shaker,Salt and pepper shakers,0.8545311093330383
/m/04brg2,Tableware,/m/04dr76w,Bottle,Wine glass,0.8391910195350647
/m/04brg2,Tableware,/m/04kkgm,Bowl,Mixing bowl,0.7537398338317871
/m/04brg2,Tableware,/m/050gv4,Plate,Platter,0.6931433081626892
/m/04brg2,Tableware,/m/054fyh,Pitcher (Container),Mixing bowl,0.9592851996421814
/m/04brg2,Tableware,/m/058qzx,Kitchen knife,Coffee cup,0.8674763441085815
/m/04brg2,Tableware,/m/08hvt4,Jug,Mug,0.8939193487167358
/m/04brg2,Tableware,/m/099ssp,Platter,Plate,0.6931433081626892
/m/04brg2,Tableware,/m/09tvcd,Wine glass,Bottle,0.8391910195350647
/m/04brg2,Tableware,/m/0cmx8,Spoon,Plate,0.8799742460250854
/m/04brg2,Tableware,/m/0dt3t,Fork,Spoon,0.9626131653785706
/m/04brg2,Tableware,/m/0h8n27j,Serving tray,Mixing bowl,0.843610942363739
/m/04brg2,Tableware,/m/0h8n6ft,Cake stand,Serving tray,0.8631239533424377
/m/0h99cwc,Kitchen appliance,/m/029bxz,Oven,Microwave oven,0.7396904230117798
/m/0h99cwc,Kitchen appliance,/m/02pjr4,Blender,Mixer,0.779816210269928
/m/0h99cwc,Kitchen appliance,/m/02tsc9,Slow cooker,Pressure cooker,0.7760931849479675
/m/0h99cwc,Kitchen appliance,/m/03y6mg,Food processor,Slow cooker,0.7909353375434875
/m/0h99cwc,Kitchen appliance,/m/040b_t,Refrigerator,Dishwasher,0.8379231095314026
/m/0h99cwc,Kitchen appliance,/m/04z4wx,Waffle iron,Microwave oven,0.9734365344047546
/m/0h99cwc,Kitchen appliance,/m/063rgb,Mixer,Blender,0.779816210269928
/m/0h99cwc,Kitchen appliance,/m/07xyvk,Coffeemaker,Mixer,0.8997727036476135
/m/0h99cwc,Kitchen appliance,/m/0fx9l,Microwave oven,Oven,0.7396904230117798
/m/0h99cwc,Kitchen appliance,/m/0h8ntjv,Pressure cooker,Slow cooker,0.7760931849479675
/m/0h99cwc,Kitchen appliance,/m/0ky7b,Dishwasher,Refrigerator,0.8379231095314026
/m/02crq1,Couch,/m/03m3pdh,Sofa bed,Loveseat,0.9792191982269287
/m/02crq1,Couch,/m/0703r8,Loveseat,Sofa bed,0.9792191982269287
/m/03ssj5,Bed,/m/061hd_,Infant bed,Studio couch,0.9752230644226074
/m/03ssj5,Bed,/m/026qbn5,Studio couch,Infant bed,0.9752230644226074
/m/04bcr3,Table,/m/078n6m,Coffee table,Kitchen & dining room table,0.7698298692703247
/m/04bcr3,Table,/m/0h8n5zk,Kitchen & dining room table,Coffee table,0.7698298692703247
/m/01x3z,Clock,/m/046dlr,Alarm clock,Wall clock,0.6862238645553589
/m/01x3z,Clock,/m/06_72j,Digital clock,Wall clock,0.6786676049232483
/m/01x3z,Clock,/m/0h8mzrc,Wall clock,Digital clock,0.6786676049232483
/m/06msq,Sculpture,/m/0152hh,Snowman,Bust,1.09530770778656
/m/06msq,Sculpture,/m/04yqq2,Bust,Bronze sculpture,1.0566837787628174
/m/06msq,Sculpture,/m/01yx86,Bronze sculpture,Bust,1.0566837787628174
/m/0h8nr_l,Bathroom accessory,/m/0162_1,Towel,Toilet paper,0.8289113640785217
/m/0h8nr_l,Bathroom accessory,/m/09gtd,Toilet paper,Towel,0.8289113640785217
/m/0h8nr_l,Bathroom accessory,/m/0c3mkw,Soap dispenser,Toilet paper,0.8807267546653748
/m/0h8nr_l,Bathroom accessory,/m/0h8nsvg,Facial tissue holder,Soap dispenser,1.0023400783538818
/m/01xgg_,Medical equipment,/m/012ysf,Syringe,Stethoscope,0.9522753357887268
/m/01xgg_,Medical equipment,/m/02lbcq,Stretcher,Stethoscope,0.93317711353302
/m/01xgg_,Medical equipment,/m/073g6,Stethoscope,Stretcher,0.93317711353302
/m/01xgg_,Medical equipment,/m/0j496,Band-aid,Stethoscope,0.9733279347419739
/m/04szw,Musical instrument,/m/013y1f,Organ (Musical Instrument),Violin,0.8618459105491638
/m/04szw,Musical instrument,/m/018j2,Banjo,Cello,0.8582736849784851
/m/04szw,Musical instrument,/m/01xqw,Cello,Violin,0.6867161393165588
/m/04szw,Musical instrument,/m/026t6,Drum,Piano,0.8422104716300964
/m/04szw,Musical instrument,/m/0319l,French horn,Harp,0.9521692991256714
/m/04szw,Musical instrument,/m/0342h,Guitar,Piano,0.7270097136497498
/m/04szw,Musical instrument,/m/03m5k,Harp,Harpsichord,0.7838280200958252
/m/04szw,Musical instrument,/m/03q5t,Harpsichord,Harp,0.7838280200958252
/m/04szw,Musical instrument,/m/03qjg,Harmonica,Piano,0.9405120015144348
/m/04szw,Musical instrument,/m/057cc,Musical keyboard,Piano,0.7567182183265686
/m/04szw,Musical instrument,/m/05kms,Oboe,Cello,0.976746678352356
/m/04szw,Musical instrument,/m/05r5c,Piano,Violin,0.696674644947052
/m/04szw,Musical instrument,/m/06ncr,Saxophone,Cello,0.7308184504508972
/m/04szw,Musical instrument,/m/07c6l,Trombone,Saxophone,0.8842802047729492
/m/04szw,Musical instrument,/m/07gql,Trumpet,Violin,0.8303242325782776
/m/04szw,Musical instrument,/m/07y_7,Violin,Cello,0.6867161393165588
/m/04szw,Musical instrument,/m/0f8s22,Chime,Flute,0.9813635349273682
/m/04szw,Musical instrument,/m/0l14j_,Flute,Violin,0.8022761344909668
/m/04szw,Musical instrument,/m/0mkg,Accordion,Harpsichord,0.8939164876937866
/m/04szw,Musical instrument,/m/0xzly,Maraca,Harmonica,1.0047569274902344
/m/018xm,Ball (Object),/m/01226z,Football,Rugby ball,0.820654034614563
/m/018xm,Ball (Object),/m/02ctlc,Cricket ball,Rugby ball,0.6507099866867065
/m/018xm,Ball (Object),/m/02rgn06,Volleyball (Ball),Tennis ball,0.9147491455078125
/m/018xm,Ball (Object),/m/05ctyq,Tennis ball,Cricket ball,0.6991444826126099
/m/018xm,Ball (Object),/m/0wdt60w,Rugby ball,Cricket ball,0.6507099866867065
/m/0dv9c,Racket,/m/0h8my_4,Tennis racket,Table tennis racket,0.39624887704849243
/m/0dv9c,Racket,/m/05_5p_0,Table tennis racket,Tennis racket,0.39624887704849243
/m/0zvk5,Helmet,/m/03p3bw,Bicycle helmet,Football helmet,0.7046563625335693
/m/0zvk5,Helmet,/m/07qxg_,Football helmet,Bicycle helmet,0.7046563625335693
/m/011q46kg,Container,/m/02jnhm,Tin can,Picnic basket,0.9034646153450012
/m/011q46kg,Container,/m/02zn6n,Barrel,Bottle,0.7752396464347839
/m/011q46kg,Container,/m/04dr76w,Bottle,Barrel,0.7752396464347839
/m/011q46kg,Container,/m/07kng9,Picnic basket,Waste container,0.8782928586006165
/m/011q46kg,Container,/m/08hvt4,Jug,Barrel,1.0345667600631714
/m/011q46kg,Container,/m/0bjyj5,Waste container,Picnic basket,0.8782928586006165
/m/011q46kg,Container,/m/0d20w4,Beaker,Bottle,0.9360560774803162
/m/011q46kg,Container,/m/0fm3zh,Flowerpot,Bottle,0.9834313988685608
/m/03hlz0c,Kitchen utensil,/m/01_5g,Chopsticks,Whisk,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/027rl48,Ladle,Fork,1.0484986305236816
/m/03hlz0c,Kitchen utensil,/m/02d1br,Spatula,Spoon,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/02mqfb,Can opener,Bottle opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/02pdsw,Cutting board,Pizza cutter,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/02vwcm,Whisk,Chopsticks,0.9061822295188904
/m/03hlz0c,Kitchen utensil,/m/03v5tg,Drinking straw,Measuring cup,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/04ctx,Knife,Spoon,0.8584455847740173
/m/03hlz0c,Kitchen utensil,/m/04f5ws,Bottle opener,Can opener,0.8294814825057983
/m/03hlz0c,Kitchen utensil,/m/07v9_z,Measuring cup,Drinking straw,0.845524787902832
/m/03hlz0c,Kitchen utensil,/m/08ks85,Pizza cutter,Cutting board,0.757813036441803
/m/03hlz0c,Kitchen utensil,/m/0cmx8,Spoon,Spatula,0.8262137770652771
/m/03hlz0c,Kitchen utensil,/m/0dt3t,Fork,Knife,0.8998323678970337
/m/083kb,Weapon,/m/01g3x7,Bow and arrow,Sword,0.9045408964157104
/m/083kb,Weapon,/m/020kz,Cannon,Handgun,0.9246538281440735
/m/083kb,Weapon,/m/02gzp,Dagger,Handgun,0.8158044815063477
/m/083kb,Weapon,/m/04ctx,Knife,Rifle,0.7598949670791626
/m/083kb,Weapon,/m/06c54,Rifle,Missile,0.6973028182983398
/m/083kb,Weapon,/m/06nrc,Shotgun,Handgun,0.5977842211723328
/m/083kb,Weapon,/m/07cmd,Tank,Rifle,0.9041008949279785
/m/083kb,Weapon,/m/0c2jj,Axe,Rifle,0.8846992254257202
/m/083kb,Weapon,/m/0gxl3,Handgun,Shotgun,0.5977842211723328
/m/083kb,Weapon,/m/06y5r,Sword,Knife,0.790099024772644
/m/083kb,Weapon,/m/04ylt,Missile,Rifle,0.6973028182983398
/m/083kb,Weapon,/m/0ct4f,Bomb,Missile,0.8545523285865784
/m/07cx4,Telephone,/m/050k8,Mobile phone,Corded phone,0.6830264925956726
/m/07cx4,Telephone,/m/0h8lkj8,Corded phone,Mobile phone,0.6830264925956726
/m/02p0tk3,Human body,/m/014sv8,Human eye,Human face,0.5270451307296753
/m/02p0tk3,Human body,/m/016m2d,Skull,Human head,0.9220072031021118
/m/02p0tk3,Human body,/m/04hgtk,Human head,Human face,0.5424240827560425
/m/02p0tk3,Human body,/m/0dzct,Human face,Human eye,0.5270451307296753
/m/02p0tk3,Human body,/m/0283dt1,Human mouth,Human nose,0.6194120049476624
/m/02p0tk3,Human body,/m/039xj_,Human ear,Human eye,0.6391881704330444
/m/02p0tk3,Human body,/m/0k0pj,Human nose,Human mouth,0.6194120049476624
/m/02p0tk3,Human body,/m/03q69,Human hair,Human head,0.6138820052146912
/m/02p0tk3,Human body,/m/0k65p,Human hand,Human arm,0.5358456969261169
/m/02p0tk3,Human body,/m/031n1,Human foot,Human leg,0.45031243562698364
/m/02p0tk3,Human body,/m/0dzf4,Human arm,Human hand,0.5358456969261169
/m/02p0tk3,Human body,/m/035r7c,Human leg,Human foot,0.45031243562698364
/m/02p0tk3,Human body,/m/015h_t,Beard,Human hair,0.8378368616104126
/m/01_bhs,Fast food,/m/01b9xk,Hot dog,French fries,0.9576923251152039
/m/01_bhs,Fast food,/m/02y6n,French fries,Hot dog,0.9576923251152039
/m/01ww8y,Snack,/m/01f91_,Pretzel,Popcorn,0.9599709510803223
/m/01ww8y,Snack,/m/01hrv5,Popcorn,Cookie,0.8941897749900818
/m/01ww8y,Snack,/m/021mn,Cookie,Popcorn,0.8941897749900818
/m/0270h,Dessert,/m/01tcjp,Muffin,Cookie,0.940525472164154
/m/0270h,Dessert,/m/021mn,Cookie,Cake,0.736108660697937
/m/0270h,Dessert,/m/0cxn2,Ice cream,Cookie,0.9314677119255066
/m/0270h,Dessert,/m/0fszt,Cake,Cookie,0.736108660697937
/m/0270h,Dessert,/m/0gm28,Candy,Cookie,0.8793020248413086
/m/02xwb,Fruit,/m/014j1m,Apple,Pineapple,0.8064088821411133
/m/02xwb,Fruit,/m/0388q,Grape,Grapefruit,0.6229658722877502
/m/02xwb,Fruit,/m/043nyj,Common fig,Lemon (plant),1.0050365924835205
/m/02xwb,Fruit,/m/061_f,Pear,Peach,0.7473409175872803
/m/02xwb,Fruit,/m/07fbm7,Strawberry,Grapefruit,0.8598922491073608
/m/02xwb,Fruit,/m/07j87,Tomato,Pomegranate,0.8889287114143372
/m/02xwb,Fruit,/m/09k_b,Lemon (plant),Orange (fruit),0.7837970852851868
/m/02xwb,Fruit,/m/09qck,Banana,Pineapple,0.8979142904281616
/m/02xwb,Fruit,/m/0cyhj_,Orange (fruit),Lemon (plant),0.7837970852851868
/m/02xwb,Fruit,/m/0dj6p,Peach,Pear,0.7473409175872803
/m/02xwb,Fruit,/m/0fldg,Mango,Tomato,0.8977673649787903
/m/02xwb,Fruit,/m/0fp6w,Pineapple,Grapefruit,0.779006838798523
/m/02xwb,Fruit,/m/0hqkz,Grapefruit,Grape,0.6229658722877502
/m/02xwb,Fruit,/m/0jwn_,Pomegranate,Watermelon,0.7647229433059692
/m/02xwb,Fruit,/m/0kpqd,Watermelon,Pomegranate,0.7647229433059692
/m/02xwb,Fruit,/m/0kpt_,Cantaloupe,Pineapple,1.074887990951538
/m/0hnyx,Pastry,/m/0jy4k,Doughnut,Tart,0.9394057393074036
/m/0hnyx,Pastry,/m/015wgc,Croissant,Doughnut,0.9759343862533569
/m/0hnyx,Pastry,/m/02zvsm,Tart,Doughnut,0.9394057393074036
/m/0fbdv,Shellfish,/m/0_cp5,Oyster,Lobster,0.750563383102417
/m/0fbdv,Shellfish,/m/0cjq5,Lobster,Oyster,0.750563383102417
/m/0fbdv,Shellfish,/m/0ll1f78,Shrimp,Crab,0.8137568235397339
/m/0fbdv,Shellfish,/m/0n28_,Crab,Shrimp,0.8137568235397339
/m/0dv77,Squash (Plant),/m/05zsy,Pumpkin,Zucchini,0.954291582107544
/m/0dv77,Squash (Plant),/m/027pcv,Zucchini,Pumpkin,0.954291582107544
/m/0l515,Sandwich,/m/0cdn1,Hamburger,Submarine sandwich,0.9709022641181946
/m/0l515,Sandwich,/m/06pcq,Submarine sandwich,Hamburger,0.9709022641181946
/m/0284d,Dairy Product,/m/01nkt,Cheese,Milk,0.915476381778717
/m/0284d,Dairy Product,/m/04zpv,Milk,Cheese,0.915476381778717
/m/07j7r,Tree,/m/025nd,Christmas tree,Palm tree,0.6787437796592712
/m/07j7r,Tree,/m/0cdl1,Palm tree,Christmas tree,0.6787437796592712
/m/07j7r,Tree,/m/0cffdh,Maple,Palm tree,0.9631979465484619
/m/07j7r,Tree,/m/0mw_6,Willow,Palm tree,1.0556877851486206
/m/0c9ph5,Flower,/m/04gth,Lavender (Plant),Common sunflower,1.017061710357666
/m/0c9ph5,Flower,/m/06m11,Rose,Lily,0.9246041774749756
/m/0c9ph5,Flower,/m/0ftb8,Common sunflower,Lavender (Plant),1.017061710357666
/m/0c9ph5,Flower,/m/0jqgx,Lily,Rose,0.9246041774749756
/m/0k4j,Car,/m/01lcw4,Limousine,Van,0.9464319944381714
/m/0k4j,Car,/m/0h2r6,Van,Limousine,0.9464319944381714
/m/08dz3q,Auto part,/m/01jfm_,Vehicle registration plate,Seat belt,0.9083308577537537
/m/08dz3q,Auto part,/m/083wq,Wheel,Tire,0.8662517666816711
/m/08dz3q,Auto part,/m/0dkzw,Seat belt,Wheel,0.8905053734779358
/m/08dz3q,Auto part,/m/0h9mv,Tire,Wheel,0.8662517666816711
/m/019jd,Boat,/m/01btn,Barge,Canoe,1.0074782371520996
/m/019jd,Boat,/m/02068x,Gondola,Canoe,0.9501244425773621
/m/019jd,Boat,/m/0ph39,Canoe,Gondola,0.9501244425773621
/m/0k5j,Aircraft,/m/09ct_,Helicopter,Fixed-wing aircraft,0.9103192687034607
/m/0k5j,Aircraft,/m/0cmf2,Fixed-wing aircraft,Helicopter,0.9103192687034607
/m/0k5j,Aircraft,/m/09rvcxw,Rocket,Helicopter,0.9105889797210693
/m/02dl1y,Hat,/m/025rp__,Cowboy hat,Sun hat,0.7613447904586792
/m/02dl1y,Hat,/m/02fq_6,Fedora,Sombrero,1.055745005607605
/m/02dl1y,Hat,/m/02jfl0,Sombrero,Sun hat,0.9064479470252991
/m/02dl1y,Hat,/m/02wbtzl,Sun hat,Cowboy hat,0.7613447904586792
/m/02dl1y,Hat,/m/025rp__,Cowboy hat,Sun hat,0.7613447904586792
/m/02dl1y,Hat,/m/02fq_6,Fedora,Sombrero,1.055745005607605
/m/02dl1y,Hat,/m/02jfl0,Sombrero,Sun hat,0.9064479470252991
/m/02dl1y,Hat,/m/02wbtzl,Sun hat,Cowboy hat,0.7613447904586792
/m/09j5n,Footwear,/m/02p3w7d,Roller skates,High heels,0.8867220282554626
/m/09j5n,Footwear,/m/01b638,Boot,High heels,1.002097249031067
/m/09j5n,Footwear,/m/06k2mb,High heels,Roller skates,0.8867220282554626
/m/09j5n,Footwear,/m/03nfch,Sandal,High heels,0.904661238193512
/m/0hf58v5,Luggage and bags,/m/01940j,Backpack,Handbag,0.7748051881790161
/m/0hf58v5,Luggage and bags,/m/01s55n,Suitcase,Briefcase,0.7415334582328796
/m/0hf58v5,Luggage and bags,/m/0584n8,Briefcase,Suitcase,0.7415334582328796
/m/0hf58v5,Luggage and bags,/m/080hkjn,Handbag,Backpack,0.7748051881790161
/m/0zvk5,Helmet,/m/03p3bw,Bicycle helmet,Football helmet,0.7046563625335693
/m/0zvk5,Helmet,/m/07qxg_,Football helmet,Bicycle helmet,0.7046563625335693
/m/015p6,Bird,/m/012074,Magpie,Sparrow,0.9916524291038513
/m/015p6,Bird,/m/01dy8n,Woodpecker,Duck,0.9912276268005371
/m/015p6,Bird,/m/01f8m5,Blue jay,Eagle,1.0504094362258911
/m/015p6,Bird,/m/05n4y,Ostrich,Owl,1.0565464496612549
/m/015p6,Bird,/m/05z6w,Penguin,Chicken,0.9605000019073486
/m/015p6,Bird,/m/06j2d,Raven,Falcon,0.9567427635192871
/m/015p6,Bird,/m/09b5t,Chicken,Parrot,0.9140585064888
/m/015p6,Bird,/m/09csl,Eagle,Owl,0.9046222567558289
/m/015p6,Bird,/m/09d5_,Owl,Eagle,0.9046222567558289
/m/015p6,Bird,/m/09ddx,Duck,Parrot,0.9659872055053711
/m/015p6,Bird,/m/0ccs93,Canary,Chicken,0.952900767326355
/m/015p6,Bird,/m/0dbvp,Goose,Parrot,0.9898746609687805
/m/015p6,Bird,/m/0dftk,Swan,Sparrow,0.949745774269104
/m/015p6,Bird,/m/0f6wt,Falcon,Eagle,0.9455077648162842
/m/015p6,Bird,/m/0gv1x,Parrot,Sparrow,0.7894785404205322
/m/015p6,Bird,/m/0h23m,Sparrow,Parrot,0.7894785404205322
/m/015p6,Bird,/m/0jly1,Turkey,Chicken,0.9165953397750854
/m/03hl4l9,Marine invertebrates,/m/01h8tj,Starfish,Jellyfish,0.7349428534507751
/m/03hl4l9,Marine invertebrates,/m/035vxb,Isopod,Squid,0.9561404585838318
/m/03hl4l9,Marine invertebrates,/m/09gys,Squid,Shrimp,0.8421854972839355
/m/03hl4l9,Marine invertebrates,/m/0cjq5,Lobster,Shrimp,0.8632102608680725
/m/03hl4l9,Marine invertebrates,/m/0d8zb,Jellyfish,Starfish,0.7349428534507751
/m/03hl4l9,Marine invertebrates,/m/0ll1f78,Shrimp,Crab,0.8137568235397339
/m/03hl4l9,Marine invertebrates,/m/0n28_,Crab,Shrimp,0.8137568235397339
/m/0d_2m,Moths and butterflies,/m/0cydv,Caterpillar,Butterfly,0.9736172556877136
/m/0d_2m,Moths and butterflies,/m/0cyf8,Butterfly,Caterpillar,0.9736172556877136
/m/01dws,Bear,/m/01dxs,Brown bear,Polar bear,0.7195279598236084
/m/01dws,Bear,/m/03bj1,Panda,Teddy bear,0.9770629405975342
/m/01dws,Bear,/m/0633h,Polar bear,Brown bear,0.7195279598236084
/m/01dws,Bear,/m/0kmg4,Teddy bear,Brown bear,0.8004318475723267
/m/0gd2v,Marine mammal,/m/02hj4,Dolphin,Whale,0.9246901273727417
/m/0gd2v,Marine mammal,/m/084zz,Whale,Dolphin,0.9246901273727417
/m/0gd2v,Marine mammal,/m/0gd36,Sea lion,Harbor seal,0.8903208374977112
/m/0gd2v,Marine mammal,/m/02l8p9,Harbor seal,Sea lion,0.8903208374977112
/m/09dzg,Turtle,/m/011k07,Tortoise,Sea turtle,0.9758700728416443
/m/09dzg,Turtle,/m/0120dh,Sea turtle,Tortoise,0.9758700728416443
/m/0ch_cf,Fish,/m/03fj2,Goldfish,Shark,0.993364691734314
/m/0ch_cf,Fish,/m/0by6g,Shark,Seahorse,0.9570398330688477
/m/0ch_cf,Fish,/m/0m53l,Rays and skates,Shark,1.0624186992645264
/m/0ch_cf,Fish,/m/0nybt,Seahorse,Shark,0.9570398330688477
/m/0fbdv,Shellfish,/m/0_cp5,Oyster,Lobster,0.750563383102417
/m/0fbdv,Shellfish,/m/0cjq5,Lobster,Oyster,0.750563383102417
/m/0fbdv,Shellfish,/m/0ll1f78,Shrimp,Crab,0.8137568235397339
/m/0fbdv,Shellfish,/m/0n28_,Crab,Shrimp,0.8137568235397339
/m/014trl,Cosmetics,/m/02xb7qb,Face powder,Hair spray,0.9248976111412048
/m/014trl,Cosmetics,/m/05w9t9,Hair spray,Face powder,0.9248976111412048
/m/014trl,Cosmetics,/m/06c7f7,Lipstick,Perfume,0.8831347823143005
/m/014trl,Cosmetics,/m/0p833,Perfume,Lipstick,0.8831347823143005
/m/02w3_ws,Personal care,/m/012xff,Toothbrush,Goggles,0.9254021048545837
/m/02w3_ws,Personal care,/m/017ftj,Sunglasses,Glasses,0.5290129780769348
/m/02w3_ws,Personal care,/m/02_n6y,Goggles,Sunglasses,0.5604920387268066
/m/02w3_ws,Personal care,/m/05441v,Crutch,Toothbrush,0.992715060710907
/m/02w3_ws,Personal care,/m/08p92x,Cream,Glasses,0.9680439233779907
/m/02w3_ws,Personal care,/m/0f571,Diaper,Glasses,0.9724410176277161
/m/02w3_ws,Personal care,/m/0jyfg,Glasses,Sunglasses,0.5290129780769348
/m/02w3_ws,Personal care,/m/0qmmr,Wheelchair,Sunglasses,0.9100032448768616
/m/01xgg_,Medical equipment,/m/012ysf,Syringe,Stethoscope,0.9522753357887268
